supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end,order_norm,score,segment
:: ,"-6T00:-,,",Latin America,: ,quality_orders,2020-05-15,2023-07-14,0.82,0.79,1168,-852,0.2434108527131783,0.75,Good
:supplierdelivery,", ",Middle East & Africa,1idtotal,,2019-08-20,2023-02-12,0.91,0.87,3103,-1004,0.9934108527131783,0.902,Excellent
contract-,: ,Europe,,: ,2018-11-22,2025-02-08,0.83,0.77,540,-277,0.0,0.723,Good
1_delivery: ,"Asupplier 0:-, ",Europe,quality_,: ,2020-09-10,2026-01-12,0.93,0.77,1901,61,0.5275193798449612,0.826,Good
contact,: ,Asia Pacific,:region ,:,2021-07-22,2022-04-18,0.93,0.77,3118,-1304,0.9992248062015504,0.873,Excellent
contract ,: ,Asia Pacific,_ldelivery-scorei3,", ",2018-07-22,2024-12-05,0.83,0.77,877,-342,0.13062015503875968,0.736,Good
A_idl1email {,":, ",Europe,: {_,contract_start,2018-11-02,2025-10-20,0.93,0.84,1011,-23,0.18255813953488373,0.819,Good
": }score.contract_00}oorderse,8",:end,Asia Pacific,", id",: ,2019-06-12,2024-11-03,0.82,0.88,1012,-374,0.18294573643410852,0.78,Good
total__up: ,", ",North America,l,contract,2020-05-16,2026-01-12,0.93,0.81,863,61,0.1251937984496124,0.802,Good
-on{,:supplier: ,Europe,supplier00,", ",2021-05-12,2025-05-10,0.88,0.83,764,-186,0.08682170542635659,0.781,Good
,"contractT00,_",Middle East & Africa,", l}8: ","-, ",2018-09-08,2024-12-22,0.93,0.84,1342,-325,0.31085271317829455,0.832,Good
 ,contract00-{8}id: ,North America,contract,"suppliercontactatotal051-,--n_-00-",2019-09-12,2025-07-13,0.82,0.82,699,-122,0.06162790697674419,0.744,Good
9,contract__ 0supplied_email,Europe,T00: ,} 0-@a26delivery_total,2021-05-21,2024-11-21,0.93,0.83,2045,-356,0.5833333333333334,0.855,Excellent
",, ",":00,2e ",Latin America,{, 0 598o,2018-08-20,2025-05-01,0.88,0.88,718,-195,0.06899224806201551,0.799,Good
.,", ",North America,totallsupplier,2020_,2019-07-15,2021-12-01,0.87,0.77,2766,-1442,0.8627906976744186,0.829,Good
: _,",delivery1score7supplierorders: ",North America,: ,_--,2020-05-10,2022-06-03,0.87,0.77,1242,-1258,0.27209302325581397,0.77,Good
__deliverytimecountry,:rate-: ,Asia Pacific,: ,delivery00,2019-03-10,2024-07-29,0.87,0.78,861,-471,0.12441860465116279,0.759,Good
",:_start",":l, {",North America,supplier_orders,s9 ,2020-07-14,2022-02-13,0.82,0.87,638,-1368,0.03798449612403101,0.762,Good
:00.72::score,:00: ,North America,,,2018-07-22,2022-11-16,0.93,0.84,1570,-1092,0.3992248062015504,0.841,Good
 ,00,Middle East & Africa,supplier ,contact- {,2020-09-30,2022-08-12,0.83,0.88,540,-1188,0.0,0.767,Good
ocontract,:start_. 0 ,Asia Pacific,on._end{aorate}@T00_}oncontract00,0,2021-01-03,2024-07-21,0.93,0.87,724,-479,0.07131782945736434,0.82,Good
: ,0@_email9_ ,Latin America,_ _10000_,", ",2018-08-14,2023-09-17,0.83,0.81,3120,-787,1.0,0.839,Good
: ,supplier score}2{,North America,,}_,2021-05-01,2025-04-14,0.82,0.87,1327,-212,0.3050387596899225,0.789,Good
,{supplier__ ,Europe,:00,":-,",2020-03-20,2022-01-17,0.86,0.88,868,-1395,0.12713178294573643,0.795,Good
", ",contact.lnida0i,North America,, ,2021-06-20,2022-08-12,0.82,0.87,754,-1188,0.08294573643410853,0.766,Good
supplieremaili ,- ,North America,-{00,":{,, ",2019-11-15,2023-01-09,0.82,0.84,1554,-1038,0.3930232558139535,0.785,Good
: {, 0name-6:00,Europe,_-name:: ,:00,2021-02-18,2023-01-04,0.93,0.88,819,-1043,0.10813953488372093,0.828,Good
T00::rate.,: ,Europe,{ ,: ,2021-07-12,2024-01-23,0.93,0.83,725,-659,0.07170542635658915,0.804,Good
: ,: ,Latin America,_scountry: 00,: ,2018-12-20,2024-12-15,0.87,0.8,1894,-332,0.5248062015503876,0.807,Good
region800,rate_,North America,8,", ",2020-05-22,2025-01-02,0.84,0.77,1572,-314,0.4,0.768,Good
:e ,--,Asia Pacific,S}supplier9,,2018-09-09,2022-11-01,0.82,0.84,1990,-1107,0.562015503875969,0.802,Good
A{ ,: ,Europe,00 n--,_,2018-11-17,2026-01-12,0.93,0.77,2153,61,0.6251937984496124,0.836,Good
: ,:orders ,North America,", ",", 0T00:",2018-07-25,2024-07-12,0.9,0.84,862,-488,0.1248062015503876,0.798,Good
"id 0start_,_id, ",_total,Latin America,country-_,: ,2019-01-02,2024-06-12,0.93,0.78,730,-518,0.07364341085271318,0.784,Good
: ,8 ,Europe,: ,contract_,2018-05-10,2021-12-01,0.86,0.81,2119,-1442,0.612015503875969,0.815,Good
",_ ",00,Europe, 0a,contact: ,2020-12-02,2025-12-01,0.88,0.77,982,19,0.17131782945736435,0.765,Good
supplier9.9psoncontract,delivery,Europe,contact_o. .,",a@9:50sl",2019-03-05,2025-06-11,0.9,0.88,851,-154,0.12054263565891472,0.814,Good
data__,: }00orders,North America,},: ,2021-07-22,2023-04-02,0.83,0.83,882,-955,0.1325581395348837,0.76,Good
: ,supplier__email:}oicontract8s,Asia Pacific,",","-, ",2019-06-04,2024-01-01,0.86,0.87,1096,-681,0.21550387596899226,0.8,Good
: ,: 0 ,Europe,emaildeliveryorders_8,804,2018-05-30,2024-07-12,0.93,0.88,1625,-488,0.42054263565891475,0.859,Excellent
 SUP,,Latin America,s,total00 ,2020-02-12,2023-03-23,0.84,0.82,1557,-965,0.3941860465116279,0.787,Good
id,supplierdelivery_,Latin America,: ,delivery_ ,2019-01-08,2024-07-16,0.82,0.88,1270,-484,0.28294573643410853,0.79,Good
1_,: ,Europe,:00delivery3__, 0 ,2019-06-14,2022-05-21,0.91,0.81,883,-1271,0.13294573643410854,0.792,Good
SUPemail,-49,Asia Pacific,contract__name,start,2019-04-14,2024-12-29,0.82,0.88,3115,-318,0.998062015503876,0.862,Excellent
contact_ 07 0,,Asia Pacific,suppliername,,2019-07-03,2022-09-29,0.83,0.88,1250,-1140,0.2751937984496124,0.795,Good
: ,:_ data,Latin America,,: ,2020-07-30,2023-11-17,0.82,0.77,1255,-726,0.2771317829457364,0.746,Good
supplier__,:o,Europe,: ,: ,2019-07-18,2026-01-12,0.93,0.77,754,61,0.08294573643410853,0.781,Good
: {,", ",Asia Pacific,_-,SUP-a1contract,2021-05-01,2025-05-25,0.93,0.88,870,-171,0.12790697674418605,0.83,Good
SUP ,{_a,Europe,region ,-:nregion ,2018-08-20,2024-04-07,0.82,0.87,2111,-584,0.6089147286821706,0.819,Good
"contactcontact_, ","supplied 0, 0 ",North America,countrynsupplied1-0300s5_,:,2020-12-10,2023-01-05,0.83,0.86,744,-1042,0.07906976744186046,0.767,Good
. ,:_e ,Asia Pacific,.s_,}{_1_,2018-06-27,2024-01-12,0.83,0.88,3120,-670,1.0,0.867,Excellent
on,on4contact}id2nstart,North America,"SUP, ",{,2018-07-22,2023-03-05,0.93,0.77,1272,-983,0.2837209302325581,0.801,Good
on_,5time__name: ,North America,quality_,-name68startquality_,2021-06-22,2022-11-01,0.83,0.84,1867,-1107,0.5143410852713178,0.802,Good
", ",: ,Middle East & Africa,", ",:,2021-07-22,2022-03-21,0.82,0.77,1554,-1332,0.3930232558139535,0.757,Good
country8.n,} 0,Latin America,countrydata___,", ",2021-07-10,2024-09-18,0.83,0.81,1959,-420,0.55,0.794,Good
- 0,onend,North America,-.suppliers_delivery_delivery__score,"n500, ",2019-07-12,2022-04-14,0.82,0.87,940,-1308,0.15503875968992248,0.774,Good
:00: T00,", ",Asia Pacific, 0na,: ,2019-12-22,2024-06-21,0.87,0.87,1412,-509,0.33798449612403103,0.817,Good
 ,00supplied ,Europe,5-_._, ,2019-07-14,2024-06-22,0.9,0.77,657,-508,0.04534883720930233,0.763,Good
country-- ,: {_{},Latin America,",8 ",country800 ,2021-07-22,2024-02-02,0.92,0.88,553,-649,0.0050387596899224806,0.813,Good
: ,", ",Europe,:quality,"8 n_time 0id-:}, ",2018-05-10,2024-12-25,0.82,0.79,695,-322,0.060077519379844964,0.732,Good
", ",:00s,Middle East & Africa,name,quality,2021-07-22,2023-11-12,0.82,0.84,2109,-731,0.608139534883721,0.807,Good
", ",", ",Middle East & Africa,,", .",2021-07-22,2022-05-12,0.85,0.88,3114,-1280,0.9976744186046511,0.877,Excellent
data___id__,":,5-98T00_8id:00, ",Asia Pacific,",}: ",1_,2018-05-10,2026-01-12,0.82,0.87,937,61,0.15387596899224806,0.773,Good
idpname6, 0-,North America,,", .",2020-07-10,2023-01-06,0.93,0.83,2113,-1041,0.6096899224806202,0.858,Excellent
_l,quality2 ,Middle East & Africa,202,contract,2021-07-20,2024-06-30,0.82,0.84,682,-500,0.05503875968992248,0.752,Good
"_time:, ",}_,Europe,,contract,2021-01-22,2023-01-24,0.83,0.88,1021,-1023,0.18643410852713177,0.786,Good
0_{:.,:rate8:.7{- ,Middle East & Africa,.:00,"supplier_end9a-5}-}00}supplied5}:00:00, ",2021-07-22,2026-01-12,0.92,0.86,2104,61,0.6062015503875969,0.865,Excellent
contract,,Europe,id,:. ,2018-05-10,2023-09-11,0.82,0.87,1252,-793,0.27596899224806204,0.786,Good
":id, ",supplied3 ,Middle East & Africa,, ,2020-06-03,2026-01-12,0.82,0.85,1353,61,0.31511627906976747,0.782,Good
:00supplied ,delivery8_id__4supplied,Middle East & Africa,: -startcountryaemailtime,contract-s: 0i,2020-06-12,2025-11-12,0.88,0.84,921,0,0.14767441860465116,0.791,Good
region,,Latin America,,:delivery,2018-09-12,2026-01-12,0.93,0.86,540,61,0.0,0.809,Good
: ,", ",North America,:nameon-,oemailT000,2020-09-06,2024-09-12,0.91,0.88,1121,-426,0.2251937984496124,0.83,Good
7 ,contractcontactoncontactT00_ 09region,Middle East & Africa,: ,-: ,2019-02-20,2023-05-04,0.82,0.83,1957,-923,0.5492248062015503,0.797,Good
: ,aend ,Europe,", ","2,-on_country",2021-07-22,2025-02-12,0.82,0.77,2101,-273,0.6050387596899225,0.779,Good
: T00,", n",North America,{,: ,2018-05-10,2021-12-01,0.88,0.82,926,-1442,0.1496124031007752,0.783,Good
_start,00,Europe,contract_:00_: ,",region",2018-07-12,2021-12-01,0.83,0.83,717,-1442,0.0686046511627907,0.754,Good
",",5end ,North America,ons6--:{,", ",2019-05-19,2022-03-14,0.82,0.88,1236,-1339,0.26976744186046514,0.789,Good
contract,contract5@SUP,North America,startrate_start70_score,contact-total,2020-08-08,2022-06-25,0.84,0.88,1571,-1236,0.39961240310077517,0.812,Good
region.., 0regionname.o_:email,Europe,_8,: ,2018-11-10,2024-05-18,0.87,0.88,1925,-543,0.5368217054263565,0.841,Good
:supplied1,: ,Europe,,: ,2021-07-22,2022-03-17,0.88,0.87,1563,-1336,0.39651162790697675,0.828,Good
rate ,00 time,Latin America,contract,totaltime}{{{,2019-08-17,2023-05-12,0.83,0.88,653,-915,0.043798449612403104,0.771,Good
 0}time ,: ,Latin America,", ",",@totalT00 0.",2018-05-10,2023-11-25,0.93,0.79,888,-718,0.13488372093023257,0.794,Good
: 0,"contractrate, ",Asia Pacific,8,on,2019-07-10,2023-12-31,0.92,0.83,1166,-682,0.24263565891472869,0.816,Good
",_}","202, ",Europe,",T00 00000",SUP8score0supplier1:1}12idregion ,2018-07-10,2024-06-30,0.87,0.84,702,-500,0.06279069767441861,0.777,Good
name 01:85 ,"-__id:_ratee0097,",North America,,:: ,2020-12-10,2025-07-03,0.88,0.88,2117,-132,0.6112403100775193,0.853,Excellent
ntotal_deliverye,SUP-,North America,idorders7:}9,rate_end2 ,2019-01-15,2024-01-09,0.82,0.88,2655,-673,0.8197674418604651,0.844,Good
", start, ",contract_,Middle East & Africa,endi-71supplier.namel{,"scoredata7 0, ",2019-06-08,2021-12-01,0.82,0.8,1343,-1442,0.3112403100775194,0.761,Good
: ,supplied ,Europe,", ",a ,2018-07-16,2025-06-12,0.82,0.77,1242,-153,0.27209302325581397,0.745,Good
,on3 ,Asia Pacific,country.,:orders,2019-03-12,2026-01-12,0.9,0.84,767,61,0.087984496124031,0.795,Good
", ",supplier ,Europe,", ",_,2019-05-30,2025-11-07,0.93,0.81,1010,-5,0.1821705426356589,0.807,Good
: ,score,North America,:@,", S7",2020-02-03,2023-12-12,0.92,0.81,3104,-701,0.993798449612403,0.883,Excellent
"-:supplier,:: ",T00,North America,T00 ,-contract7_2,2020-08-02,2024-11-30,0.89,0.77,919,-347,0.14689922480620154,0.768,Good
quality00:rateT00.total,: ,Asia Pacific, ,",supplieron}00-time-- ",2019-07-14,2022-01-30,0.93,0.84,757,-1382,0.08410852713178295,0.809,Good
T00,"rate, ",Latin America,: score,-T00on1}00: ,2019-09-05,2024-08-12,0.82,0.85,1107,-457,0.21976744186046512,0.772,Good
:8 ,contact_end.:,North America,: p ,202: ,2018-05-10,2025-02-14,0.86,0.85,1260,-271,0.27906976744186046,0.798,Good
,_orders_ratedata:5,Middle East & Africa,e,: ,2021-07-22,2026-01-12,0.93,0.87,795,61,0.09883720930232558,0.823,Good
_ 0s,: ,Middle East & Africa,.s: ,:,2018-05-10,2024-03-21,0.83,0.81,753,-601,0.08255813953488372,0.747,Good
 ,"on-2id3:00, ",Asia Pacific,country,: ,2019-09-02,2023-09-12,0.83,0.82,752,-792,0.08217054263565891,0.751,Good
:00l88n ,", orate",Europe,--supplied8} , ,2020-09-20,2026-01-12,0.93,0.83,1261,61,0.27945736434108526,0.825,Good
:-: ,,Middle East & Africa,on ,",id ",2020-12-14,2023-06-28,0.86,0.85,837,-868,0.11511627906976744,0.782,Good
quality_rate,a,Middle East & Africa,: ,4,2020-03-25,2023-08-18,0.82,0.77,3115,-817,0.998062015503876,0.818,Good
data,country,Europe,"supplier, ",--country,2019-11-10,2026-01-01,0.91,0.85,711,50,0.06627906976744186,0.802,Good
: ,",9orders}i{",North America,",} ",", ",2018-05-21,2026-01-12,0.89,0.88,2110,61,0.6085271317829457,0.858,Excellent
country_,,Europe, ,: ,2018-05-14,2024-03-09,0.82,0.86,1209,-613,0.2593023255813954,0.78,Good
",__503:oaregion }i:_1",,North America,,:endend8rate_00,2018-11-30,2025-12-20,0.88,0.88,540,38,0.0,0.792,Good
SUP , 0 i,North America,,",contactol",2019-03-05,2025-08-20,0.84,0.88,581,-84,0.015891472868217054,0.774,Good
name,2,Middle East & Africa,:@,: ,2018-11-17,2023-06-30,0.89,0.82,1265,-866,0.2810077519379845,0.801,Good
rate: ,", ",Europe,", ",scoreS1}8endop,2021-02-25,2026-01-12,0.88,0.87,1624,61,0.4201550387596899,0.83,Good
2021- ,":score, ",Europe,id8: ,", 3",2021-01-08,2025-11-12,0.83,0.83,737,0,0.07635658914728682,0.755,Good
-4idqualityoname,ratecontactSUPename{: ,Europe,: ,", ",2020-04-18,2023-03-30,0.91,0.83,973,-958,0.16782945736434107,0.804,Good
a,"contract, ",North America,S__,", ",2018-05-30,2026-01-12,0.82,0.77,657,61,0.04534883720930233,0.723,Good
::00,,Latin America,-20200:id,data00 0supplier countryid18-,2019-03-25,2026-01-12,0.86,0.88,1304,61,0.2961240310077519,0.812,Good
:00: ,-_-a,Middle East & Africa,id ,: ,2019-09-03,2025-09-20,0.84,0.87,1002,-53,0.17906976744186046,0.786,Good
:: ,e-supplied,Asia Pacific,"., ",contract__}id,2020-07-14,2023-02-20,0.82,0.87,3105,-996,0.9941860465116279,0.857,Excellent
data.,"a_start:, ",Europe,"totalT00,: ",: ,2019-07-07,2023-05-31,0.85,0.88,1560,-896,0.3953488372093023,0.817,Good
", ",: ,Europe,qualityend,totalscorecontract,2021-07-22,2022-04-07,0.84,0.85,738,-1315,0.07674418604651163,0.768,Good
: ,@4,Latin America,00,202,2018-09-18,2023-01-02,0.82,0.84,972,-1045,0.16744186046511628,0.763,Good
: ,: 0001rate,North America,country Sid_00end,supplier800900,2020-01-12,2023-02-13,0.82,0.87,2125,-1003,0.6143410852713178,0.819,Good
: ,",: ",Latin America,", ", 0.a.p.,2020-09-30,2024-03-16,0.93,0.77,556,-606,0.006201550387596899,0.774,Good
SUP,contract-email ,Asia Pacific,: ,"_stotal{,,.emailemail",2021-07-22,2024-04-16,0.83,0.86,2075,-575,0.5949612403100775,0.818,Good
0-{region:e,9region,Asia Pacific,name ,supplier ,2020-06-30,2023-01-01,0.93,0.77,1332,-1046,0.30697674418604654,0.804,Good
SUP,", ",Asia Pacific,s_total,",_delivery6_delivery__",2019-08-22,2022-07-02,0.86,0.86,598,-1229,0.02248062015503876,0.776,Good
: ,:} ,Europe,.silend a,",}s 0.: ",2019-08-01,2025-03-18,0.93,0.83,540,-239,0.0,0.797,Good
"_, ",__idnamestart,Asia Pacific,00: ,region,2019-05-10,2024-05-22,0.88,0.81,1882,-539,0.5201550387596899,0.816,Good
202--0,: ,Latin America,8oe,total-}orders5,2019-12-22,2025-07-09,0.89,0.88,644,-126,0.040310077519379844,0.801,Good
s8{_00,: ,Asia Pacific,contact00region:,"contact_orders_-timeida060082,, ",2018-06-18,2024-03-13,0.84,0.83,903,-609,0.14069767441860465,0.766,Good
: ,"00 0.total, ",Europe,,region8,2018-06-28,2023-03-11,0.89,0.88,1307,-977,0.29728682170542636,0.827,Good
-_7.2startidas ,:o7} 0.id00} ,Middle East & Africa,:,ons00,2018-07-10,2024-09-01,0.87,0.78,1018,-437,0.18527131782945735,0.766,Good
country,",rate,orders",Latin America,"00:}regionrate1start:.00, ",: ,2019-11-22,2021-12-01,0.84,0.88,1473,-1442,0.3616279069767442,0.808,Good
SUPscorequalityT00:time.s00 ,,Europe,SUP, ,2019-10-20,2025-04-07,0.93,0.84,552,-219,0.004651162790697674,0.801,Good
", ",00,Europe,S, 0contractscore_-ndelivery}e_orders_18data,2018-07-05,2023-09-21,0.87,0.88,1305,-783,0.29651162790697677,0.817,Good
00supplier,n_,North America,00on40{5,: ,2021-05-22,2025-03-28,0.93,0.88,883,-229,0.13294573643410854,0.83,Good
202ss.45,"800,:{{800{",Latin America,-s9T0071.ordersrate,,2021-07-22,2024-12-05,0.93,0.88,3085,-342,0.9864341085271318,0.916,Excellent
" .,SUP ",: ,Europe,,2 ,2018-05-10,2026-01-12,0.86,0.85,684,61,0.05581395348837209,0.776,Good
009_: ,,Latin America,: ,", ",2020-07-10,2024-12-03,0.82,0.81,812,-344,0.10542635658914729,0.745,Good
country-,: ,Europe,,: 00a,2021-01-19,2025-07-14,0.93,0.85,3117,-121,0.9988372093023256,0.905,Excellent
"_, 2,start00data",0_: datasupplied,Latin America,: ,: ,2019-01-05,2024-04-12,0.82,0.82,711,-579,0.06627906976744186,0.745,Good
contract,: ,North America,"00,contract_start",supplier_: ,2018-11-10,2024-09-09,0.83,0.88,679,-429,0.053875968992248065,0.772,Good
: -126}_9,: ,North America,esupplied,data_scontactemail{___,2019-06-05,2025-11-07,0.91,0.82,1064,-5,0.20310077519379846,0.803,Good
scontract ,",00contractl",North America,: .,-T00sl,2018-11-13,2026-01-12,0.82,0.86,863,61,0.1251937984496124,0.767,Good
",, ",5contactrate-.,Latin America,quality_rate, 0.,2020-09-12,2024-03-20,0.86,0.77,1604,-602,0.4124031007751938,0.779,Good
eT00._,"-2022ratedata7, ",Middle East & Africa,_:9p5porders,-time{ ,2018-09-05,2026-01-12,0.82,0.84,687,61,0.056976744186046514,0.752,Good
 ,S-,Europe,", ",quality ,2019-03-05,2024-11-17,0.86,0.88,896,-360,0.13798449612403102,0.796,Good
"00}_,0",:delivery-,Latin America,", ",_rate_,2020-06-22,2024-02-29,0.89,0.79,936,-622,0.15348837209302327,0.776,Good
.,suppliername ,North America,e_2,5_-l,2020-05-15,2025-11-12,0.93,0.78,1621,0,0.4189922480620155,0.819,Good
"data00supplier, }",country,Europe,__-_timea2contact},datas6.etotal,2021-04-20,2023-06-13,0.83,0.85,3105,-883,0.9941860465116279,0.854,Excellent
 ,T008: ,Latin America, ,: ,2019-02-18,2023-01-07,0.82,0.84,3027,-1040,0.963953488372093,0.842,Good
",_T008:timecountry",total_delivery--97,North America,{,", ",2019-09-01,2024-09-12,0.91,0.77,3105,-426,0.9941860465116279,0.862,Excellent
 03,", ",Asia Pacific,: ,", ",2018-09-30,2022-08-01,0.82,0.83,876,-1199,0.13023255813953488,0.755,Good
: ,region,Latin America,: , -,2019-10-14,2024-04-03,0.82,0.84,1195,-588,0.25387596899224807,0.771,Good
"-, ende,00, ",",00",Asia Pacific,", ",T00_end,2021-02-26,2026-01-12,0.87,0.87,3104,61,0.993798449612403,0.882,Excellent
contract,:,Europe,", ",: ,2019-10-05,2024-09-20,0.84,0.82,767,-418,0.087984496124031,0.757,Good
: ,on,North America,.08}orders totalscore_,", ",2019-05-12,2023-01-12,0.87,0.87,875,-1035,0.1298449612403101,0.796,Good
supplier: ,rate: ,Asia Pacific,:  ,}rate,2019-10-14,2025-04-22,0.93,0.88,1692,-204,0.44651162790697674,0.862,Excellent
_},}_: ,Latin America,", ",supplier9_00 ,2020-12-20,2023-11-15,0.93,0.88,643,-728,0.03992248062015504,0.821,Good
l ,{name,Europe," 0{,region",:orders}_00,2019-07-20,2024-12-12,0.83,0.87,3101,-335,0.9926356589147287,0.862,Excellent
 , ,Asia Pacific,"::-,, ",".a, ",2019-09-02,2021-12-01,0.93,0.84,645,-1442,0.040697674418604654,0.805,Good
contract 0,", ",Latin America,",:_",", ",2019-06-13,2024-07-22,0.93,0.83,1569,-478,0.3988372093023256,0.837,Good
: 23:start,contract ,North America,a ,_ 00email_data,2018-11-30,2022-01-13,0.93,0.84,549,-1399,0.0034883720930232558,0.801,Good
: ,:8,Asia Pacific,"00, ",,2019-11-30,2026-01-12,0.93,0.86,1344,61,0.3116279069767442,0.84,Good
: ,: {,Latin America,supplierquality, ,2018-07-30,2026-01-12,0.93,0.88,934,61,0.15271317829457365,0.832,Good
contact___.totalname,-1 ,North America,-: ,,2018-09-03,2024-05-22,0.9,0.84,1546,-539,0.38992248062015505,0.825,Good
"supplier,on,on ",contactratecontracttotal-supplierid ,Asia Pacific,",score",: ,2019-05-05,2025-12-14,0.82,0.85,569,32,0.01124031007751938,0.751,Good
":, 0-",contractname,Latin America,0000,":1_-,8:onorders",2018-05-10,2022-06-12,0.87,0.82,1341,-1249,0.31046511627906975,0.794,Good
_,":5T0091_.,00",North America,on_ ,}7,2018-06-25,2023-08-03,0.93,0.83,2191,-832,0.639922480620155,0.861,Excellent
"oemail5rate, ",}8: ,North America,@-oonid.rateon,: @}8 ,2019-02-01,2024-03-09,0.89,0.88,878,-613,0.1310077519379845,0.81,Good
":8.-,.T00rateregiondelivery",: ,Asia Pacific,: ,", ",2018-06-05,2022-12-05,0.87,0.85,885,-1073,0.13372093023255813,0.788,Good
:_::00,"SUP,00T00",Europe,", ",: ,2019-06-03,2025-06-06,0.93,0.88,2103,-159,0.6058139534883721,0.878,Excellent
data ,region,Europe,region,1 0-a12},2018-08-22,2024-12-05,0.83,0.84,1023,-342,0.1872093023255814,0.77,Good
00,supplier7{T00contract ,North America,e,emailtotalemail8: 0lend,2021-07-22,2022-03-30,0.82,0.84,2121,-1323,0.6127906976744186,0.807,Good
_time:005,sl,Asia Pacific,", ",-} ,2019-09-05,2023-05-12,0.82,0.88,2105,-915,0.6065891472868217,0.823,Good
{,:id,Europe,", ",",p: 000",2018-07-05,2026-01-05,0.88,0.77,1467,54,0.35930232558139535,0.784,Good
supplied: ,l_a,Europe,":}, ",",, ",2020-06-12,2022-02-14,0.83,0.78,3120,-1367,1.0,0.827,Good
:_delivery,n_,Europe,qualitya ,",.00",2018-12-21,2026-01-12,0.9,0.84,1365,61,0.31976744186046513,0.818,Good
,"SUPregion:00 01score, ",Europe,"2T00,, ",contact ,2019-05-30,2025-11-20,0.88,0.87,2123,8,0.6135658914728682,0.849,Good
"s:_ 0.,l1_",,Latin America,-time: ,: ,2021-07-22,2024-06-30,0.88,0.8,846,-500,0.1186046511627907,0.772,Good
"supplier_:score,.atotal",: ,Europe,2 ,on ,2018-07-22,2024-06-05,0.93,0.85,1250,-525,0.2751937984496124,0.833,Good
", ",emailtime,Asia Pacific,: ,totalregion,2021-07-22,2025-01-27,0.82,0.85,720,-289,0.06976744186046512,0.757,Good
", ",supplieridsupplier_,Latin America,1start-_region,: ,2021-05-10,2022-06-06,0.93,0.86,3120,-1255,1.0,0.909,Excellent
"00:.7@orders, ",region,North America,8 ,_,2018-12-14,2024-11-30,0.82,0.77,982,-347,0.17131782945736435,0.735,Good
ondelivery5suppliera1s ,delivery ,Europe,", ",:5_,2021-07-22,2026-01-12,0.91,0.81,1555,61,0.39341085271317827,0.818,Good
p ,_,Latin America,,",, ",2019-06-10,2021-12-01,0.92,0.87,837,-1442,0.11511627906976744,0.82,Good
supplier_id,2,Latin America,"on@etime, ",_namecontactcontact___,2020-07-14,2023-09-03,0.88,0.88,739,-801,0.07713178294573643,0.8,Good
", ",":on:,i0 ",North America,:,", ",2021-05-03,2024-03-14,0.83,0.87,634,-608,0.03643410852713178,0.767,Good
@800: ,:{l00,Europe,: ,supplier_score},2020-09-20,2025-06-03,0.82,0.85,1481,-162,0.36472868217054266,0.786,Good
: ,"supplier__nordersid, ",Europe,", ",",{p-",2021-07-01,2022-12-01,0.83,0.88,1315,-1077,0.3003875968992248,0.797,Good
: ,rate 00000contract4 :__.,Europe, ,name_00,2021-03-22,2025-01-30,0.92,0.8,2397,-286,0.7197674418604652,0.852,Excellent
 ,:,North America,.SUPe}T00-delivery-0delivery,,2020-07-22,2024-01-29,0.83,0.87,2114,-653,0.610077519379845,0.824,Good
"00.00,-T00delivery-@-6",: ,Asia Pacific,: ,.: ,2018-07-04,2026-01-12,0.83,0.87,1958,61,0.5496124031007752,0.818,Good
: 08.time,,Europe,supplied_orders_delivery_id,",",2019-09-22,2026-01-12,0.92,0.88,1533,61,0.38488372093023254,0.85,Good
:SUP,quality:region2rate,Europe,: ,contract:data1-contract3,2019-12-24,2024-12-20,0.87,0.88,1002,-327,0.17906976744186046,0.805,Good
:8_-00{contact,}delivery001start,Europe,.e_,T00a_s,2021-07-22,2024-05-30,0.86,0.77,3106,-531,0.9945736434108527,0.837,Good
: ,0pregion,Latin America,00pstart,SUP,2018-07-16,2025-12-11,0.82,0.85,1344,29,0.3116279069767442,0.781,Good
 7n-,: 2,North America,supplier ,",time_countrycontract@_}_country",2020-10-01,2025-03-02,0.93,0.77,1295,-255,0.2926356589147287,0.802,Good
rate: ,regiontotal,Europe,",",,2019-07-12,2022-06-13,0.88,0.81,999,-1248,0.17790697674418604,0.782,Good
:idT0000 ,s@ ,Middle East & Africa,quality_ 0,,2019-03-23,2021-12-01,0.84,0.84,1348,-1442,0.31317829457364343,0.787,Good
: ,",5",Middle East & Africa,", ",: T00sid,2020-06-03,2026-01-12,0.93,0.88,747,61,0.08023255813953488,0.825,Good
countrys3supplier ,region9: ,North America,,", ",2018-07-24,2023-12-03,0.92,0.87,2159,-710,0.6275193798449612,0.871,Excellent
},00s9.__email,Europe, ,"T0000:, ",2018-08-03,2025-07-14,0.92,0.88,1360,-121,0.3178294573643411,0.844,Good
data_, ,Middle East & Africa,", ", ,2019-07-22,2025-11-22,0.86,0.77,718,10,0.06899224806201551,0.745,Good
,5delivery,Latin America,: ,: ,2021-06-19,2024-12-01,0.83,0.87,2120,-346,0.6124031007751938,0.824,Good
contract0,",_} _rate ",North America,supplier-: ,:2-n27e ,2019-08-05,2022-01-12,0.89,0.88,1269,-1400,0.28255813953488373,0.825,Good
