supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end
"contact-_scorelan,: ", ,North America,dataT00 ,contact,2021-01-14,2026-01-12,0.82,0.8,830,61
1 , ,North America,202,"data, ",2020-05-14,2026-01-12,0.85,0.88,797,61
", ",":, ",Europe,, ,2021-07-22,2026-01-12,0.92,0.83,1267,61
00. , ,Asia Pacific,:end, ,2020-03-08,2026-01-12,0.93,0.81,996,61
", ",,North America,--03_._ 0suppliedscore ,quality,2018-07-12,2026-01-12,0.92,0.82,3102,61
: ,contract_e7{@,North America,"_asuppliede,idicontracts00:00datadelivery00,8",regiontime4:l00,2019-07-14,2026-01-12,0.9,0.88,1613,61
"{SUP: :o, ",: ,Asia Pacific,"-_0000 0,00",,2018-05-10,2026-01-12,0.88,0.8,540,61
on, ,Europe,-: ,",SUP,",2021-07-22,2026-01-12,0.92,0.88,975,61
} ,",country",Latin America,otimepend,supplier_end,2021-07-22,2026-01-12,0.93,0.88,746,61
_,_deliveryid,Asia Pacific,:00a8},: ,2019-03-12,2026-01-12,0.93,0.88,1557,61
totalscorescores2::8e,: ,Europe,}:supplied00,,2020-03-25,2026-01-12,0.82,0.84,1003,61
{-00,:_emaile50,Europe,: ,__,2019-09-05,2026-01-12,0.93,0.77,2483,61
008,: ,Europe,00,-_end,2019-09-18,2026-01-12,0.83,0.8,1268,61
scoreS, ,Europe,", ",SUPquality8email_-8-name,2021-06-14,2026-01-12,0.93,0.77,920,61
: ,total_id-,Middle East & Africa,,"contract_time,total",2019-09-21,2026-01-12,0.92,0.81,540,61
", ",rate,Asia Pacific,startSUP,quality2,2018-07-21,2026-01-12,0.86,0.82,3110,61
",_: ",s: ,Latin America,region,:,2019-07-24,2026-01-12,0.9,0.84,2101,61
", ",: ,Latin America,SUP-ao,a_name9s0,2019-11-05,2026-01-12,0.93,0.88,3120,61
:SUPtotal,,North America,",,,,_ ",: ,2019-06-22,2026-01-12,0.82,0.81,1344,61
delivery,SUPcontract._,Asia Pacific,00_id,supplier ,2019-11-05,2026-01-12,0.86,0.85,722,61
.total ,: ,North America,country.00-,supplied:_ 1etotal0,2020-04-18,2026-01-12,0.93,0.8,729,61
00contract,",supplier ",Europe,,l ,2019-11-01,2026-01-12,0.82,0.86,1369,61
,} 0_id,North America,country.l1name:.@,202_a_,2019-07-22,2026-01-12,0.83,0.88,889,61
{country,: ,North America,-,a:T00,2019-01-25,2026-01-12,0.86,0.88,3112,61
:_: ,", ",Latin America,contactaquality8score,-7-orders,2018-05-18,2026-01-12,0.83,0.77,763,61
", ",:_,Europe,: ,"202o,end ",2020-09-25,2026-01-12,0.83,0.88,892,61
total,- ,Latin America,: 0id: ,: ,2018-05-30,2026-01-12,0.91,0.88,1226,61
.,,Europe,", ",8_end,2020-05-20,2026-01-12,0.86,0.85,1376,61
 _,", ",North America,",start",- ,2021-02-21,2026-01-12,0.93,0.87,717,61
suppliertotalotime3eiidcontract_9 0._rate,4_- ,North America,", ",:,2020-12-01,2026-01-12,0.83,0.88,2051,61
:{,S ,Latin America,{,"supplier, ",2021-07-22,2026-01-12,0.87,0.85,807,61
: ,"data}-02-4l{ 0, ",Europe,"supplier_score,,-sscore,oqualitytimedelivery_onsupplied",", ",2018-07-20,2026-01-12,0.88,0.88,667,61
,country-SUP@a ,Asia Pacific,_supplier , 0_ratetotal{,2021-06-12,2026-01-12,0.91,0.82,1233,61
 0,: ,Europe,"--_score@score,7",:2,2018-07-22,2026-01-12,0.83,0.85,2931,61
 ,.,North America, ,: @8_},2018-05-10,2026-01-12,0.93,0.77,653,61
",on",quality_id:_5,Asia Pacific,o_quality,: 2,2019-07-20,2026-01-12,0.82,0.88,1301,61
.a , ,Europe,, ,2018-12-05,2026-01-12,0.93,0.85,1341,61
{{,contract,Europe,SUPa_, -.,2021-03-08,2026-01-12,0.87,0.82,1948,61
,- 0id,Asia Pacific,supplier_endemail: ,: ,2018-05-10,2026-01-12,0.93,0.85,1171,61
,202,Asia Pacific,totalcontract,__e.countrya_name_00::00,2018-09-05,2026-01-12,0.93,0.83,2092,61
", 3",202_,Europe, total8},ratetotal ,2018-11-10,2026-01-12,0.82,0.85,1378,61
: ,supplier_,Latin America,A__,: score,2019-02-28,2026-01-12,0.88,0.88,1206,61
on_,,Latin America,,", ",2019-12-04,2026-01-12,0.93,0.81,704,61
id}quality3--contract: ,: ,Asia Pacific,.: ,data{,2021-07-22,2026-01-12,0.86,0.88,3109,61
_n-supplier, ,Europe,_,_- ,2021-07-12,2026-01-12,0.92,0.83,1216,61
: ,_,Latin America,,: ,2021-07-22,2026-01-12,0.87,0.77,645,61
,supplierscore_ ,Asia Pacific,::5orders_delivery@,_,2021-07-22,2026-01-12,0.93,0.88,2120,61
: ,quality_start{o,North America,"contactorders 0SUP., ",4 {,2019-07-12,2026-01-12,0.93,0.85,1253,61
: ,"contract,-T00 ",Middle East & Africa,004.,: ,2021-01-01,2026-01-12,0.89,0.8,1304,61
_s9supplierl,: ,Europe,":, ", 0-,2019-11-04,2026-01-12,0.93,0.88,641,61
: ,: ,Europe,", ",_email-___score,2019-10-22,2026-01-12,0.93,0.82,1013,61
"supplier:_o@-412i, ",: ,Asia Pacific,"contract_8rate8,,:, ",: ,2019-07-21,2026-01-12,0.88,0.82,3041,61
,ontime_time,Latin America,stime__,", ",2019-07-10,2026-01-12,0.82,0.8,2119,61
_time _00:, ,Europe,: ,,2021-07-22,2026-01-12,0.93,0.87,894,61
start,", ",Latin America,":supplier00, ",:on_1,2021-07-22,2026-01-12,0.9,0.8,2406,61
qualityon_,8_7}}rateo09total_,Europe,_ida} ,sid,2018-05-10,2026-01-12,0.87,0.81,1333,61
",",country,Europe,:n ,",.",2021-05-09,2026-01-12,0.93,0.88,2874,61
:name-{deliveryend00,"2.5,emailtime, ",Europe,5_s,: ,2019-07-21,2026-01-12,0.88,0.82,768,61
_. 0 00,", ",North America,"contract{a7,",data: ,2019-11-12,2026-01-12,0.82,0.79,567,61
,-_}T00T00contactT00 ,Europe,supplier1}, ,2020-03-30,2026-01-12,0.86,0.85,860,61
: ,supplier_namea,Latin America,"-: 0,-_T003",delivery,2021-02-18,2026-01-12,0.82,0.88,585,61
 :orders-__,:_,Asia Pacific, 0_,a: ,2018-08-30,2026-01-12,0.87,0.82,1011,61
0 0 ,", ",Europe,: ,:,2020-05-01,2026-01-12,0.86,0.85,556,61
,"quality_-suppliedap,@2delivery7",Europe, ,: ,2020-08-29,2026-01-12,0.88,0.77,805,61
", ", ,Middle East & Africa,", ",: ,2020-05-22,2026-01-12,0.89,0.83,1930,61
start_25-qualityend 0:00: ,on,Europe,contact{,: 3,2018-07-05,2026-01-12,0.93,0.88,911,61
supplied00on, ,Europe,: ,_: ,2019-09-26,2026-01-12,0.93,0.86,1279,61
idend {, ,Europe,total,a ,2018-11-10,2026-01-12,0.93,0.77,3120,61
202,,North America,:00,,2018-08-21,2026-01-12,0.82,0.87,1610,61
",00",,Europe,: {, 0,2020-02-01,2026-01-12,0.93,0.78,1240,61
", ",,Asia Pacific,supplier_name,", ",2019-08-26,2026-01-12,0.93,0.83,871,61
,total ,Europe,:00,202:}nl a,2019-07-14,2026-01-12,0.93,0.88,2525,61
S 0 ,".,id",Europe,_,,2019-09-14,2026-01-12,0.93,0.8,927,61
: ,: ,Europe,supplied-:7,,2018-08-20,2026-01-12,0.83,0.87,634,61
-__rate,: ,Europe,: ,: ,2021-07-22,2026-01-12,0.82,0.88,3118,61
",_0",:-ascore,Latin America,,",_email",2019-05-20,2026-01-12,0.92,0.85,714,61
.email,data ,North America,"}0--,T00",countrys __email1: ,2019-01-24,2026-01-12,0.82,0.77,2112,61
l__.,"00region_, ",Europe,_lrate__: ,: ,2019-08-01,2026-01-12,0.93,0.77,3105,61
: 8,on:00 ,Europe,quality8_: .,,2018-07-18,2026-01-12,0.83,0.81,923,61
start0,A--}.a7: ,Europe,}-delivery:,regionnsupplier00country,2021-02-12,2026-01-12,0.82,0.87,2101,61
",score",supplier ,North America,: , ,2020-12-08,2026-01-12,0.88,0.82,2987,61
"contract182, ",", ",Europe,",l ",supplier_end ,2018-12-30,2026-01-12,0.88,0.87,699,61
quality@p_:: ,_00on_,Latin America,,country-ontime a,2021-06-01,2026-01-12,0.93,0.87,720,61
2{,,Latin America,,SUPid{o6e__country4-_email,2020-03-05,2026-01-12,0.89,0.84,776,61
total ,", ",Latin America,p7_s ,regionend 0,2018-07-05,2026-01-12,0.86,0.8,1255,61
",",: ,Asia Pacific,supplier ,", ",2020-09-10,2026-01-12,0.93,0.88,554,61
7:00: ,supplied_ordersl ,Latin America,,"on, ",2019-12-25,2026-01-12,0.92,0.87,718,61
: ,", ",North America,", ",_-: ..,2020-04-12,2026-01-12,0.92,0.88,3120,61
_,: ,Europe,:: ,contract.900_name,2018-05-10,2026-01-12,0.85,0.81,2743,61
: ,: ,Europe,:T008endT00:.oic.9,S_supplier: ,2021-03-20,2026-01-12,0.89,0.88,896,61
SUP-email}srate} {id- ,SUP00id,Asia Pacific,_,", ",2019-11-01,2026-01-12,0.86,0.88,540,61
contract_id_-,s2score.__a,Latin America,"data_id,- ","name_,",2018-08-05,2026-01-12,0.93,0.86,1719,61
4 ,,North America,T00___scorerate5 ,: ,2018-06-17,2026-01-12,0.82,0.86,3120,61
__,",, ",Europe,",, ",},2019-02-04,2026-01-12,0.86,0.88,892,61
 000e_: 09,: ,North America,}contactSUP,: ,2018-05-30,2026-01-12,0.82,0.81,1260,61
__7,2. 0time-name,Asia Pacific,scoreid,}8 ,2021-02-05,2026-01-12,0.93,0.8,1368,61
,rate.9. ,North America,: ,region@total,2018-09-01,2026-01-12,0.93,0.82,1498,61
",_delivery",00,Middle East & Africa,", 0supplier",1country.@d7.@contract4}r00 0,2020-07-19,2026-01-12,0.93,0.87,1352,61
",}-7T00","onT008,-_:",Europe,,", ",2019-02-10,2026-01-12,0.93,0.83,1243,61
"arateid,.T00on2_1",", ",Europe,: ,_aemail:,2018-09-12,2026-01-12,0.82,0.88,748,61
 ,send}T00contact,North America,": ,",53,2018-07-10,2026-01-12,0.86,0.81,643,61
"00_,9.score, ",,Latin America,::0:,,2018-12-12,2026-01-12,0.9,0.78,711,61
00e_T00contact4{5,", ",North America,100T00supplied00}-03nregion_ e,}contract__-end,2021-07-22,2026-01-12,0.93,0.77,708,61
contact_:_00,",quality:_id",Europe,:_totalid ,qualityo8: ,2018-05-10,2026-01-12,0.93,0.77,1557,61
:,total ,Middle East & Africa,}}T003.,: 0.orders-contract 0.contractcontact ,2019-01-03,2026-01-12,0.91,0.82,1604,61
"quality,: ",country8 T003,Latin America,: ,suppliercontract}rate,2018-07-08,2026-01-12,0.93,0.77,872,61
"contracte__u, ",", ",Asia Pacific, 0 02contractcontact.@contract45email,: ,2021-07-22,2026-01-12,0.88,0.8,1602,61
", ",:9-:00 ,Middle East & Africa,: ,@,2019-09-20,2026-01-12,0.93,0.88,1941,61
":idsupplier, ",: ,North America,contractcontact_rateSUPS_contact2contact00,", ",2021-06-20,2026-01-12,0.93,0.78,643,61
"S 0,id_emailscore",: ,North America,",{",T00 0,2021-07-22,2026-01-12,0.83,0.88,750,61
} {,", ",Europe,"delivery-}2,T00{_rate","p_-s 0contract,00contract",2021-03-03,2026-01-12,0.82,0.82,847,61
:sos2 0 ,:,Middle East & Africa,,country 0__end,2018-07-20,2026-01-12,0.93,0.81,2390,61
supplier4 ,", ",Asia Pacific,,on.e6 0,2019-09-18,2026-01-12,0.82,0.77,540,61
", ", ,Asia Pacific,: ,: ,2018-08-01,2026-01-12,0.87,0.83,1265,61
", ",lstart ,Asia Pacific,{,":---end049_, ",2020-09-04,2026-01-12,0.82,0.81,1340,61
supplierSUPon},{ ,Asia Pacific,":a., {",", ",2018-11-21,2026-01-12,0.83,0.83,556,61
,_delivery,Asia Pacific,00 ,:: ,2019-09-01,2026-01-12,0.83,0.88,669,61
:,:00,North America,country@1,5__,2019-06-05,2026-01-12,0.82,0.87,656,61
", 00",region-supplied8,Europe,":,: ",name_score.00,2018-07-04,2026-01-12,0.9,0.86,2102,61
contact ,supplier-1_name,North America,}total:00._ ,,2018-07-24,2026-01-12,0.93,0.86,1984,61
00time, ,Asia Pacific,contract,}-deliveryidend1_.,2019-06-05,2026-01-12,0.93,0.82,1667,61
SUP_id:.score ,,Middle East & Africa,"}_ordersdelivery0-contractT00delivery:o,delivery00_",:total6T00 0.@-a ,2020-09-25,2026-01-12,0.88,0.88,1634,61
emailcontactcountry,: ,North America,",idstart003","-, ",2019-05-21,2026-01-12,0.92,0.83,3120,61
region ,oncontactdelivery:{,Middle East & Africa,data: ,": 0, 0contact000",2020-07-20,2026-01-12,0.88,0.81,1266,61
": 0,",:4 ,Latin America,,,2020-07-22,2026-01-12,0.92,0.88,879,61
,",supplier",North America,quality2,"contact:0000,.,",2018-05-10,2026-01-12,0.84,0.81,540,61
nameT00_00,"1-_,",Middle East & Africa,",, ",,2021-07-10,2026-01-12,0.9,0.83,1893,61
: ,:i ,Latin America,: ,,2018-07-17,2026-01-12,0.82,0.84,559,61
start,{a9orders,Asia Pacific,,total,2018-05-10,2026-01-12,0.93,0.8,639,61
"contact_suppliedrate8}45n,00",,North America,-::_,contact___,2019-05-13,2026-01-12,0.89,0.88,3022,61
end5}1scoreone}}::00,0-_00:email,Europe,-_-contractordersdelivery_name_rate8_@suppliedn ,,2018-07-20,2026-01-12,0.84,0.77,540,61
",. 8:scorea. ",: ,Europe,: ,"supplied8,scoretotal",2018-05-10,2026-01-12,0.92,0.82,2150,61
: 000rateid,00name2,Asia Pacific,quality _,onemail,2021-07-22,2026-01-12,0.86,0.84,975,61
0 0 name,"SUPSUP 0_start}deliverydelivery0,T00, ",Europe,", ",S,2021-07-22,2026-01-12,0.93,0.81,1903,61
.a ,"s-, ",North America, ,: ,2019-12-12,2026-01-12,0.93,0.88,3120,61
on,"} 0a, ",Asia Pacific,: ,supplierregion,2020-07-05,2026-01-12,0.93,0.77,2112,61
region,contract_score:_,North America,"score, ",_8:ascore13:time ,2018-05-10,2026-01-12,0.82,0.77,2112,61
,:00}s0,Europe,{data07: ,:_ ,2019-09-12,2026-01-12,0.86,0.77,906,61
: },supplier 0,Europe,",_", ,2020-09-30,2026-01-12,0.93,0.87,1352,61
_,", {",North America,contract_: ,_ {,2020-02-21,2026-01-12,0.93,0.84,1508,61
:time,", ",Middle East & Africa,", 0",A11@--: pcontract ,2018-05-10,2026-01-12,0.93,0.88,2102,61
 ,country_sdelivery ,Latin America,"-_-_on, ",contact: ,2020-12-15,2026-01-12,0.93,0.85,1314,61
:contractcontact_,,Europe,":, ",contract,2018-05-10,2026-01-12,0.93,0.86,1264,61
:9i,,Europe,"008-, ",,2020-07-30,2026-01-12,0.82,0.8,1017,61
: ,contract ,North America,: ,,2018-07-15,2026-01-12,0.87,0.8,980,61
supplier_00:,",_end",Asia Pacific, 6,n00}email08}a,2019-05-08,2026-01-12,0.92,0.78,1842,61
: 05:00}delivery,contact 0,Asia Pacific,00_:8supplied0000,: ,2018-05-10,2026-01-12,0.89,0.86,1578,61
",00 ","supplieron}-times,8non_country81:00time ",North America,"data-id875, ",p,2020-01-28,2026-01-12,0.86,0.82,3110,61
"-__, ",supplier_,Asia Pacific,}a,supplierida,2019-08-21,2026-01-12,0.93,0.81,2045,61
supplier-,totalson8.totalquality,Europe, ,on0,2018-06-22,2026-01-12,0.93,0.85,1566,61
{: ,_,Middle East & Africa,"o@00,,p{-{",202 ,2020-08-03,2026-01-12,0.92,0.86,2109,61
contact.contract,", }",Middle East & Africa,_s,S1 0:,2019-09-12,2026-01-12,0.92,0.81,676,61
contact8 0 , ,Europe,contract,Sstarts.quality }end,2019-11-18,2026-01-12,0.86,0.88,3039,61
country7{,name,North America,contractT00-0ordersa,: ,2020-12-13,2026-01-12,0.93,0.88,3107,61
country: ,supplier_,Europe, 0name:,", ",2019-07-02,2026-01-12,0.87,0.88,749,61
 1:email,ls{8,Middle East & Africa,"rate, .a ",,2021-07-22,2026-01-12,0.93,0.87,643,61
202-0087.3},contactsupplied__suppliedid00,Asia Pacific,delivery_orders_,}email{,2018-05-10,2026-01-12,0.89,0.81,1240,61
", ",T00{_score@start: :icsuppliedT00,Asia Pacific,region ,":, ",2018-09-21,2026-01-12,0.82,0.8,3120,61
contact_,"1aname,-:0000",North America,"supplier-, ",supplier_@,2018-05-10,2026-01-12,0.87,0.81,1654,61
: ,-} {,North America,quality_ ,__supplieds _001s@a}7_,2020-02-22,2026-01-12,0.83,0.78,2900,61
:. ,", ",Europe, ,:: ,2020-05-12,2026-01-12,0.93,0.84,2112,61
", {",:8 ,Latin America,.8oregion0@78country,",{  0",2020-12-15,2026-01-12,0.82,0.84,645,61
8_..7_@_ids,,North America,} ,: ,2018-09-20,2026-01-12,0.82,0.85,991,61
contract- ,", ",Europe,", ",:0000,2020-05-17,2026-01-12,0.87,0.83,974,61
qualitycountry,_contract,Europe,SUP-on,00 ,2018-05-10,2026-01-12,0.82,0.85,784,61
: ,contact_supplied,North America,SUP: ,",",2018-05-10,2026-01-12,0.91,0.81,986,61
00_9,:total_,Middle East & Africa,___ ,", ",2018-05-10,2026-01-12,0.87,0.81,1243,61
"supplier.ltotal_ 0 _: 0, ",{,Latin America,:}id,supplieremail.quality_,2019-09-22,2026-01-12,0.82,0.77,2116,61
contract@ ,: ,North America,contract,country ,2020-08-21,2026-01-12,0.93,0.88,1955,61
"0000008contract, ",50,North America,_score1--,slsupplier.,2018-05-10,2026-01-12,0.82,0.81,768,61
 ,: ,Europe,"l 0, ",ndeliverya5}s,2018-05-10,2026-01-12,0.82,0.88,1358,61
quality,:00 ,North America,: ,S__ ,2019-05-01,2026-01-12,0.82,0.77,1895,61
",-7endo",:  ,Latin America,,data,2020-10-03,2026-01-12,0.83,0.88,2123,61
email,T00name0,Middle East & Africa,",region{",", 7end7e",2019-03-12,2026-01-12,0.93,0.85,2793,61
: ,SUP ,North America, ,:.},2018-11-18,2026-01-12,0.85,0.83,2108,61
id__start,T00: ,North America,"contract,score,e_",score0_email,2021-06-21,2026-01-12,0.83,0.88,1471,61
":, ",contact-1region,Asia Pacific,S1_ 0_start,"SUPSUP00supplied_delivery,8 0.a-.p8e}ll ",2021-07-22,2026-01-12,0.82,0.83,1310,61
contact,"},country-9o9_delivery_9start0e__deliveryT005 ",Latin America,,,2018-08-11,2026-01-12,0.87,0.77,1068,61
 0-quality73,,Middle East & Africa,2contract6_timedelivery:,",SUP_ ",2020-05-01,2026-01-12,0.87,0.88,2122,61
"country9, 000",_orders}-,Europe,"contract@score,5country9 0-_total1",contact}@n-,2020-05-05,2026-01-12,0.93,0.87,2100,61
.l- ,}region {,Asia Pacific,", ",: ,2018-05-10,2026-01-12,0.82,0.88,2118,61
", -0 080}",:rate,Europe,supplier__time_5,: ,2019-12-11,2026-01-12,0.93,0.85,1352,61
", ",contractrate,Europe,", ",supplier: ,2019-01-08,2026-01-12,0.82,0.88,637,61
", ",: ,Middle East & Africa,email.e,start_ 0.}4orders9_T00 ,2018-07-14,2026-01-12,0.88,0.77,647,61
: ,": -s 0contract 08scoreonacountry, ",North America,contract_{001,: ,2021-07-08,2026-01-12,0.83,0.88,540,61
region_scorequalityname,: ,North America,: , .end :}8_8}ptotal,2019-08-18,2026-01-12,0.86,0.77,659,61
startend{,"totaln-,2l-e-:time0{_",Europe,00,contract,2019-03-30,2026-01-12,0.84,0.88,2486,61
 08time9_7._orders_ },00contact,North America,country,", ",2018-07-22,2026-01-12,0.93,0.87,729,61
 0_-:@_00contract,A-delivery,Europe,", ",,2020-01-09,2026-01-12,0.88,0.81,2780,61
contract_quality1: ,", ",Latin America, ,{ 0_ ,2018-09-12,2026-01-12,0.91,0.77,2172,61
_email,,Middle East & Africa,countryrate1,on0 ,2020-09-30,2026-01-12,0.93,0.81,762,61
"-scoresemail,", ,North America,_delivery__: 0, ,2018-05-10,2026-01-12,0.92,0.8,3101,61
: ,supplier-suppliedi-0 ,Middle East & Africa,:: , 56--on ,2018-05-10,2026-01-12,0.91,0.83,1242,61
"supplier900, ","data,",Europe,: ,:{,2020-10-12,2026-01-12,0.82,0.81,987,61
_ ,region} ,Latin America,: .,A,2019-02-22,2026-01-12,0.93,0.88,890,61
: ,: .5e,North America,", 9-",-idscore: psupplier__delivery,2018-05-13,2026-01-12,0.87,0.87,646,61
{,contact ,Asia Pacific,region,"-, ",2020-09-30,2026-01-12,0.92,0.82,753,61
":region, ",95,Europe,l,", ",2018-06-17,2026-01-12,0.88,0.81,809,61
supplier_,on orders-_idquality,North America,contactcontact__,id_scorecontract,2021-05-20,2026-01-12,0.82,0.82,1080,61
", ",: @_9,Middle East & Africa,:ratename-9}9,: ,2018-07-21,2026-01-12,0.83,0.8,713,61
: ,"{total_.i:1orders,_score_-",North America,total_SUP_email,":,starton_",2020-06-20,2026-01-12,0.88,0.82,1022,61
: a,", ",Asia Pacific,"_time_}, ",", ",2018-07-14,2026-01-12,0.87,0.87,1227,61
", ","{,s ",North America,,"-4, ",2018-12-09,2026-01-12,0.93,0.77,1270,61
", ",: ,Middle East & Africa,",  ", ,2018-11-17,2026-01-12,0.93,0.83,652,61
0,name_@2_start,North America,"-contract, ", ,2021-07-22,2026-01-12,0.93,0.88,1110,61
"countrysupplier__7,7",SUP ,Middle East & Africa,:,"SUP987-supplied,5",2021-07-12,2026-01-12,0.93,0.83,1452,61
Sn9._,contactcontact. ,Latin America,202,: ,2021-02-13,2026-01-12,0.93,0.85,3111,61
: }_contract,idsupplied,Europe,,: ,2018-05-10,2026-01-12,0.93,0.88,2133,61
:-@4000 start,contractsupplied_end,Asia Pacific,", score,: ",: ,2018-07-10,2026-01-12,0.83,0.88,1749,61
supplier 01on-,: 0total ,Latin America,: ,contractcountry:_T00,2020-06-14,2026-01-12,0.82,0.83,977,61
,": 7,T00:contact",North America,data-0orders,SUP 01s83asupplied,2020-11-24,2026-01-12,0.93,0.8,2634,61
,T00total,Latin America,", ",,2020-07-02,2026-01-12,0.92,0.81,1274,61
", ","-onend_,total9iddelivery4-2,contact:00",Middle East & Africa, ,", S",2019-03-01,2026-01-12,0.9,0.83,1242,61
: _8 ,", ",North America,quality9e_scorecontact,: ,2021-07-22,2026-01-12,0.93,0.87,1927,61
: ,quality_,Middle East & Africa,:_,SUPscore_,2018-06-04,2026-01-12,0.82,0.88,3117,61
._contact,regioneo ,Asia Pacific,:delivery,", ",2019-07-07,2026-01-12,0.93,0.77,897,61
 ,n7 ,Europe,: ,supplied,2020-02-05,2026-01-12,0.93,0.81,764,61
-id ,-,Middle East & Africa,": ,,_ ",- ,2019-02-21,2026-01-12,0.93,0.88,1490,61
 , ,Middle East & Africa, 0_ ,"id8, ",2019-12-30,2026-01-12,0.92,0.86,2196,61
-o,quality_,Latin America,,: ,2021-07-22,2026-01-12,0.89,0.87,1456,61
0total,}-  ,North America,region,: ,2018-05-10,2026-01-12,0.86,0.81,646,61
",totalquality",{_ ,Asia Pacific,: ,: {,2018-05-10,2026-01-12,0.87,0.85,3118,61
2deliverysupplier,._00:900 ,Middle East & Africa,contracteend_ns:9l ,:stime ,2020-04-12,2026-01-12,0.87,0.87,2117,61
ratescore00,_ ,Europe,": 0end, ",contactsupplier_timetime,2020-12-22,2026-01-12,0.83,0.88,1950,61
: ,9--00{,North America,"SUP-,{",", ",2020-11-08,2026-01-12,0.93,0.86,557,61
",end","contract-rate7supplier-_c,_0: end",Latin America, 03, ,2019-01-25,2026-01-12,0.93,0.82,718,61
,S,North America,: ,o-,2018-05-10,2026-01-12,0.93,0.81,1000,61
,contact,North America,: @,rateSUP0,2021-01-14,2026-01-12,0.82,0.88,1922,61
002supplier: ,score,Asia Pacific, ,totalidratetimepscore .,2020-06-30,2026-01-12,0.93,0.88,1323,61
e-totall@15contract__,,Europe,data ,on_,2020-06-27,2026-01-12,0.82,0.82,2100,61
,-e827,Europe,-1-delivery_ ,: .,2020-12-05,2026-01-12,0.93,0.86,3114,61
supplied,,Latin America,data,region00 0totalendl1-5time ,2019-09-20,2026-01-12,0.93,0.82,1673,61
_ ,"supplier,_start",Asia Pacific, ,: ,2020-05-22,2026-01-12,0.88,0.84,540,61
"202_, ",: ,Latin America,:_, ,2021-06-05,2026-01-12,0.93,0.87,890,61
:,"idS,_scoreend",North America,SUPscoreSUP,: ,2021-06-16,2026-01-12,0.88,0.79,2105,61
contact8supplier77,"on}a-,,008",Asia Pacific,{ ,__contract_score: ,2021-07-22,2026-01-12,0.89,0.8,662,61
", supplied","contractorders, ",Latin America,"quality.__score,:, ",supplier,2021-01-28,2026-01-12,0.86,0.85,1244,61
,,North America,:.a s,:e,2021-07-22,2026-01-12,0.88,0.88,886,61
"rateacontractstartstart 0on,0000 ", {,North America,_,"contract@, ",2020-09-23,2026-01-12,0.93,0.82,1245,61
: o,,North America,8e,", ",2018-05-10,2026-01-12,0.92,0.88,753,61
regioncontactemailp0total,: ,Asia Pacific,",i0",": contract,00",2021-07-22,2026-01-12,0.91,0.88,968,61
00 ,total_7,Asia Pacific,country_end,40.sl00,2020-08-20,2026-01-12,0.89,0.88,755,61
",iemail",: 0_,Latin America,,supplier ,2020-01-22,2026-01-12,0.93,0.85,552,61
} ,-,Europe,supplier_.a{,onsupplied_3,2020-05-05,2026-01-12,0.93,0.87,1873,61
starttime85,,Europe,. ,",",2021-07-22,2026-01-12,0.93,0.84,2191,61
contracttotalname, ,Latin America,region,: ,2021-07-15,2026-01-12,0.83,0.87,1537,61
supplier_:002 07: ,", ",North America,:s ,"score,T00: ",2018-07-30,2026-01-12,0.87,0.82,653,61
", ",contract_ .,North America,"id, ", ,2019-07-09,2026-01-12,0.9,0.85,724,61
:_: ,- ,Europe,", ",:00,2018-09-13,2026-01-12,0.82,0.85,974,61
supplied,,Europe,e ,: ,2018-05-10,2026-01-12,0.9,0.78,677,61
002,::end,Latin America,: ,id,2019-04-03,2026-01-12,0.82,0.77,1362,61
",: ",:supplier,Latin America,:00} ,contactsuppliedorders-quality5start,2020-02-14,2026-01-12,0.93,0.77,789,61
":00, ",supplier_sid-94003,Latin America,contracttotal_700{,"on_id,}T00",2018-06-14,2026-01-12,0.92,0.87,874,61
",, ",_1a5_,Europe,,e,2021-07-21,2026-01-12,0.93,0.88,1562,61
contact1n__start,"on_-, o",Latin America,start,:endsupplier ,2019-05-12,2026-01-12,0.82,0.87,940,61
_timename,:_i-,North America,",_",_{,2021-02-16,2026-01-12,0.93,0.85,875,61
-on,country,North America, ,8,2020-06-10,2026-01-12,0.93,0.77,3028,61
 ,contract,Middle East & Africa,,supplier ,2020-06-18,2026-01-12,0.93,0.88,981,61
: ,supplier ,Asia Pacific,", ", 00,2019-07-22,2026-01-12,0.83,0.88,540,61
:00}contract_,.contactcontract_,Europe,: ,: ,2021-07-22,2026-01-12,0.89,0.82,746,61
: ,4region ,Latin America,":endid,_9 05",{,2019-12-05,2026-01-12,0.83,0.85,984,61
As{,{_,Latin America, ,: ,2018-05-10,2026-01-12,0.93,0.85,3118,61
s,"_ 0 0p,",Asia Pacific, 0orders ,: delivery004} ,2021-07-22,2026-01-12,0.88,0.88,750,61
quality ,: ,Asia Pacific, _supplier, ,2019-06-18,2026-01-12,0.92,0.88,798,61
,":SUP9-,5p.ns98: ",Asia Pacific,}}s.00,"00, ",2019-05-03,2026-01-12,0.93,0.86,1567,61
quality_emails,country_90on_005-.oncontract,Asia Pacific,", ",  ,2020-12-22,2026-01-12,0.82,0.85,540,61
", ",00.-58,Latin America, ,",_score_ ",2018-05-10,2026-01-12,0.83,0.88,654,61
: ,",qualityo5",Europe,_ 0i ,"00contract_0, ",2020-12-12,2026-01-12,0.91,0.77,3120,61
