product_id,product_name,product_category,brand,launch_date,price,cost,supplier_id,stock_quantity,rating,warranty_period,profit_margin,age_days,profit_segment
PROD-OG122,Contemporary Chair Elite 356,Furniture,La-Z-Boy,2022-03-14,2224.74,1733.84,SUP00035,649,4.2,47,22.07,1339,Below Avg
PROD-GV487,Classic Ottoman Series 461,Furniture,Pottery Barn,2023-06-01,1390.37,930.83,SUP00079,720,4.1,12,33.05,895,Below Avg
PROD-MO298,Eco Vacuum Plus 516,Home & Garden,OXO,2022-04-11,368.43,287.16,SUP00348,882,3.5,10,22.06,1311,Below Avg
PROD-JT292,Modern Sofa Pro 572,Furniture,Ashley,2019-04-29,704.65,534.65,SUP00342,162,3.1,41,24.13,2389,Below Avg
PROD-MW679,Regular Sneakers Series 713,Apparel,Forever 21,2020-03-01,234.6,168.4,SUP00136,230,2.6,3,28.22,2082,Below Avg
PROD-JY929,Smart TV Max 599,Electronics,Nikon,2019-04-18,524.08,428.33,SUP00125,301,3.5,6,18.27,2400,Low
PROD-BQ465,Rustic Table Max 248,Furniture,Wayfair,2018-08-22,1760.23,1442.67,SUP00049,1418,2.6,56,18.04,2639,Low
PROD-EG856,Luxury Desk Edition 975,Furniture,West Elm,2019-10-29,1346.36,961.63,SUP00259,121,4.8,58,28.58,2206,Below Avg
PROD-OP594,Premium Headphones X 334,Electronics,LG,2017-08-23,1043.29,768.9,SUP00302,264,3.9,15,26.3,3003,Below Avg
PROD-GF953,Compact Heater Pro 421,Home & Garden,Bosch,2024-12-24,476.08,339.92,SUP00481,340,3.5,18,28.6,323,Below Avg
PROD-EJ208,Regular Sneakers Elite 656,Apparel,Levi's,2016-10-30,207.97,126.17,SUP00072,1778,4.3,2,39.33,3300,Below Avg
PROD-IO880,Wireless Smartphone Pro 371,Electronics,Samsung,2018-04-21,1246.34,913.81,SUP00240,99,3.5,21,26.68,2762,Below Avg
PROD-EV197,HD Camera Model 598,Electronics,Lenovo,2017-04-04,1240.52,800.26,SUP00006,189,4.0,15,35.49,3144,Below Avg
PROD-SI562,Executive Table Model 835,Furniture,IKEA,2019-10-29,2917.07,1934.94,SUP00413,422,3.9,20,33.67,2206,Below Avg
PROD-MQ297,Introduction to Business,Books,Pearson,2015-09-15,22.7,16.3,SUP00215,304,4.9,0,28.19,3711,Below Avg
PROD-GF368,Performance Yoga Mat Model 804,Sports,Columbia,2016-03-23,462.41,281.91,SUP00413,282,3.8,8,39.03,3521,Below Avg
PROD-NE583,Smart Monitor Edition 964,Electronics,Dell,2020-09-08,1106.33,866.78,SUP00306,441,4.5,27,21.65,1891,Below Avg
PROD-JD585,Regular Sneakers Series 383,Apparel,H&M,2018-05-25,130.11,89.95,SUP00303,813,4.9,2,30.87,2728,Below Avg
PROD-KY826,Classic Dress Edition 977,Apparel,Gap,2016-08-25,280.78,211.95,SUP00157,322,4.2,1,24.51,3366,Below Avg
PROD-UW140,Performance Treadmill Max 317,Sports,Spalding,2016-08-28,272.28,229.37,SUP00256,414,4.2,6,15.76,3363,Low
PROD-IR966,All-Weather Helmet X 347,Sports,Nike,2022-07-13,467.18,350.37,SUP00490,239,4.0,11,25.0,1218,Below Avg
PROD-XC760,Mastering Science,Books,Macmillan,2022-02-26,20.76,14.25,SUP00042,855,4.3,0,31.36,1355,Below Avg
PROD-UM601,Luxury Ottoman Model 801,Furniture,Wayfair,2019-11-15,1254.07,787.7,SUP00249,568,4.0,46,37.19,2189,Below Avg
PROD-OO938,Smart Smartphone Edition 570,Electronics,Samsung,2017-07-28,1055.66,842.61,SUP00462,98,3.2,13,20.18,3029,Below Avg
PROD-LD787,A Guide to Art,Books,Macmillan,2018-06-15,29.8,21.7,SUP00255,118,3.4,0,27.18,2707,Below Avg
PROD-YK218,Premium Laptop X 404,Electronics,Nikon,2024-11-10,1258.39,1066.13,SUP00339,469,4.9,7,15.28,367,Low
PROD-CF132,Classic Ottoman Series 740,Furniture,West Elm,2016-02-24,1186.44,718.08,SUP00181,1112,3.0,45,39.48,3549,Below Avg
PROD-AF772,Practical Art,Books,Pearson,2024-02-27,27.57,19.79,SUP00217,416,4.3,0,28.22,624,Below Avg
PROD-NV235,Pro Headphones Plus 618,Electronics,Apple,2017-10-08,1391.68,1052.93,SUP00028,520,3.9,33,24.34,2957,Below Avg
PROD-HB983,Rustic Chair X 886,Furniture,West Elm,2018-10-09,695.69,517.12,SUP00115,151,4.6,50,25.67,2591,Below Avg
PROD-NM552,Wireless Speaker Max 970,Electronics,Apple,2024-05-19,1006.68,780.78,SUP00314,109,2.9,24,22.44,542,Below Avg
PROD-NX913,Essential Lawn Mower Elite 431,Home & Garden,OXO,2024-11-29,148.69,115.49,SUP00322,578,3.3,12,22.33,348,Below Avg
PROD-HH778,Pro Speaker Series 726,Electronics,Lenovo,2024-06-13,741.4,621.5,SUP00130,228,4.4,7,16.17,517,Low
PROD-HY427,Digital Headphones Model 836,Electronics,Samsung,2016-07-23,1187.02,928.54,SUP00069,543,4.1,34,21.78,3399,Below Avg
PROD-EL366,Compact Vacuum Edition 191,Home & Garden,Miracle-Gro,2023-12-24,500.0,387.32,SUP00142,391,4.4,10,22.54,689,Below Avg
PROD-LA246,Ultra Camera Series 656,Electronics,Dell,2015-01-21,513.84,413.71,SUP00265,216,2.0,9,19.49,3948,Low
PROD-RB372,Mastering Technology,Books,Scholastic,2018-05-14,40.49,27.36,SUP00402,178,4.6,0,32.43,2739,Below Avg
PROD-BR930,Regular Jeans X 867,Apparel,Gap,2018-04-26,184.07,112.38,SUP00219,472,3.8,2,38.95,2757,Below Avg
PROD-GP978,Executive Table Pro 203,Furniture,Ashley,2015-05-15,2376.2,1601.72,SUP00318,332,4.3,58,32.59,3834,Below Avg
PROD-KM304,Premium Jacket X 376,Apparel,Gap,2019-04-28,300.0,188.2,SUP00239,342,3.2,6,37.27,2390,Below Avg
PROD-PZ340,Sport Shoes Max 945,Apparel,Forever 21,2023-11-30,161.59,132.66,SUP00133,241,4.2,1,17.9,713,Low
PROD-CR621,Outdoor Golf Club Series 842,Sports,The North Face,2019-05-23,407.06,302.42,SUP00396,198,4.8,12,25.71,2365,Below Avg
PROD-XU884,Competition Dumbbell Set X 277,Sports,Adidas,2024-04-20,328.79,225.16,SUP00055,219,4.5,5,31.52,571,Below Avg
PROD-MO294,Smart Monitor Pro 506,Electronics,LG,2020-05-23,1288.36,1071.0,SUP00105,1137,3.7,34,16.87,1999,Low
PROD-FM533,Smart Speaker Series 517,Electronics,Nikon,2020-09-17,1734.22,1043.56,SUP00481,38,4.5,10,39.83,1882,Below Avg
PROD-SO537,Casual Sweater Edition 601,Apparel,Levi's,2018-01-31,152.58,122.83,SUP00096,255,4.3,3,19.5,2842,Low
PROD-XY124,All-Weather Yoga Mat X 497,Sports,The North Face,2022-01-01,278.86,195.33,SUP00110,719,3.8,6,29.95,1411,Below Avg
PROD-KZ505,Vintage Bench Plus 775,Furniture,IKEA,2019-01-15,1717.44,1159.88,SUP00070,477,4.8,54,32.46,2493,Below Avg
PROD-AR242,All-Weather Bicycle Max 988,Sports,Callaway,2018-06-25,800.0,581.24,SUP00374,162,4.0,6,27.34,2697,Below Avg
PROD-YC444,Pro Gloves Pro 634,Sports,Callaway,2022-07-22,259.44,164.03,SUP00479,491,4.6,11,36.78,1209,Below Avg
PROD-RV493,Indoor Basketball Series 750,Sports,Nike,2023-01-25,450.98,295.23,SUP00187,159,3.0,7,34.54,1022,Below Avg
PROD-PS892,Contemporary Bed Series 449,Furniture,Ashley,2017-06-14,3000.0,2472.06,SUP00186,198,3.9,50,17.6,3073,Low
PROD-IV369,Ultra TV Elite 488,Electronics,LG,2020-01-10,2000.0,1451.66,SUP00110,450,3.9,32,27.42,2133,Below Avg
PROD-TX391,Heavy Duty Mixer Edition 692,Home & Garden,Miracle-Gro,2021-08-25,180.61,123.5,SUP00028,130,4.4,7,31.62,1540,Below Avg
PROD-BV670,Sport Shoes Plus 688,Apparel,Forever 21,2020-11-14,142.27,89.52,SUP00421,197,4.1,2,37.08,1824,Below Avg
PROD-UG795,Elite Golf Club X 372,Sports,Callaway,2023-08-07,800.0,673.48,SUP00014,196,4.1,10,15.81,828,Low
PROD-JA902,HD Speaker X 352,Electronics,Apple,2020-12-25,499.23,336.43,SUP00188,462,4.2,36,32.61,1783,Below Avg
PROD-ZR169,Deluxe Heater Elite 221,Home & Garden,KitchenAid,2021-06-01,204.57,151.58,SUP00217,475,4.9,20,25.9,1625,Below Avg
PROD-OB548,Smart Printer Plus 236,Electronics,Dell,2019-08-19,979.02,688.44,SUP00253,274,4.8,6,29.68,2277,Below Avg
PROD-GQ962,Outdoor Football Elite 224,Sports,Callaway,2018-09-12,432.01,301.65,SUP00276,1059,4.5,10,30.18,2618,Below Avg
PROD-RP340,Slim Fit Dress Model 554,Apparel,Nike,2022-03-07,200.08,157.31,SUP00268,367,3.8,6,21.38,1346,Below Avg
PROD-AA587,Luxury Sofa Max 857,Furniture,West Elm,2020-06-26,1007.38,809.26,SUP00350,972,3.0,48,19.67,1965,Low
PROD-RH785,Classic Shoes Max 571,Apparel,Under Armour,2021-10-17,157.98,123.49,SUP00016,423,3.5,4,21.83,1487,Below Avg
PROD-MP175,Smart Laptop Elite 772,Electronics,Apple,2023-10-03,1832.01,1176.15,SUP00133,454,3.8,15,35.8,771,Below Avg
PROD-VZ575,Mastering Art,Books,Cambridge,2024-08-17,30.86,19.62,SUP00303,832,4.2,0,36.42,452,Below Avg
PROD-LW933,Formal T-Shirt Pro 233,Apparel,Gap,2024-07-10,146.58,121.85,SUP00417,183,4.5,1,16.87,490,Low
PROD-ON807,Eco Vacuum Elite 919,Home & Garden,Dyson,2024-05-17,186.66,138.27,SUP00307,252,4.6,21,25.92,544,Below Avg
PROD-JK532,Premium Dress Pro 335,Apparel,Under Armour,2024-02-08,94.0,62.51,SUP00304,439,4.0,3,33.5,643,Below Avg
PROD-NS512,HD Laptop Max 977,Electronics,LG,2016-08-18,1401.04,844.88,SUP00368,157,4.7,12,39.7,3373,Below Avg
PROD-GM987,Vintage Bench Elite 193,Furniture,Rooms To Go,2022-01-21,1638.41,1370.63,SUP00214,436,4.6,40,16.34,1391,Low
PROD-DU728,Regular Jacket X 473,Apparel,Nike,2015-10-19,163.93,128.1,SUP00130,392,2.5,0,21.86,3677,Below Avg
PROD-HD442,Rustic Ottoman X 678,Furniture,Wayfair,2024-08-06,2167.54,1538.72,SUP00222,285,4.1,46,29.01,463,Below Avg
PROD-NI568,Deluxe Heater Elite 189,Home & Garden,Dyson,2021-02-19,128.42,79.42,SUP00120,33,4.4,24,38.16,1727,Below Avg
PROD-EV602,Sport Jeans Elite 895,Apparel,Nike,2016-08-18,100.05,74.05,SUP00278,329,3.8,0,25.99,3373,Below Avg
PROD-OE101,Digital Laptop Plus 924,Electronics,Apple,2020-06-22,603.51,377.21,SUP00205,946,4.4,23,37.5,1969,Below Avg
PROD-DX163,Executive Chair Model 698,Furniture,Wayfair,2017-02-22,2167.15,1455.29,SUP00333,796,2.3,16,32.85,3185,Below Avg
PROD-BD257,HD Tablet Series 506,Electronics,LG,2017-05-10,570.69,415.87,SUP00236,508,3.9,31,27.13,3108,Below Avg
PROD-WO369,Compact Vacuum Max 570,Home & Garden,Miracle-Gro,2023-03-07,264.27,173.7,SUP00015,432,3.9,6,34.27,981,Below Avg
PROD-CV879,Compact Chair X 230,Furniture,West Elm,2023-03-07,1154.87,759.5,SUP00072,101,4.6,26,34.24,981,Below Avg
PROD-LN519,Wireless Tablet Plus 437,Electronics,Apple,2022-06-27,981.03,602.4,SUP00250,342,3.0,35,38.6,1234,Below Avg
PROD-IZ293,Sport Jacket Model 806,Apparel,Uniqlo,2021-12-05,300.0,226.79,SUP00047,32,3.3,1,24.4,1438,Below Avg
PROD-EX147,Wireless TV Series 761,Electronics,Dell,2023-05-23,600.4,431.91,SUP00029,197,3.3,22,28.06,904,Below Avg
PROD-SO323,Pro Yoga Mat Series 847,Sports,Yonex,2015-11-09,477.63,322.07,SUP00110,411,4.8,11,32.57,3656,Below Avg
PROD-WS520,Premium Shoes Edition 687,Apparel,Levi's,2015-11-21,300.0,236.25,SUP00320,696,3.4,0,21.25,3644,Below Avg
PROD-VH303,Essential Business,Books,Scholastic,2020-12-26,60.0,40.15,SUP00163,158,2.9,0,33.08,1782,Below Avg
PROD-LI791,Ultra Monitor Plus 117,Electronics,Sony,2024-07-16,2000.0,1563.03,SUP00483,878,4.4,22,21.85,484,Below Avg
PROD-YT726,Regular Jacket Model 785,Apparel,H&M,2019-03-03,246.82,167.96,SUP00261,194,4.1,2,31.95,2446,Below Avg
PROD-LG760,A Guide to History,Books,Cambridge,2019-04-15,29.98,24.02,SUP00247,396,4.3,0,19.88,2403,Low
PROD-XO640,Deluxe Blender Pro 346,Home & Garden,Dyson,2022-06-14,500.0,384.31,SUP00445,689,4.2,12,23.14,1247,Below Avg
PROD-EJ875,Smart Monitor Model 189,Electronics,Sony,2017-12-26,777.6,485.27,SUP00488,223,4.5,34,37.59,2878,Below Avg
PROD-IE162,Vintage Sofa X 175,Furniture,West Elm,2015-12-26,1419.64,1049.7,SUP00454,306,4.0,56,26.06,3609,Below Avg
PROD-HX868,Pro Headphones Series 504,Electronics,Dell,2021-08-22,708.98,519.43,SUP00272,517,3.3,20,26.74,1543,Below Avg
PROD-NV344,Wireless TV Pro 734,Electronics,Apple,2018-03-08,710.63,524.82,SUP00414,102,3.6,30,26.15,2806,Below Avg
PROD-FY837,Comfort Sweater Pro 763,Apparel,H&M,2023-05-20,159.22,109.16,SUP00392,318,4.4,4,31.44,907,Below Avg
PROD-DR722,Elite Treadmill Model 528,Sports,Columbia,2018-06-12,800.0,559.49,SUP00213,508,4.4,9,30.06,2710,Below Avg
PROD-DU180,Regular Jacket Pro 768,Apparel,Nike,2023-01-28,281.57,222.6,SUP00069,461,3.5,2,20.94,1019,Below Avg
PROD-II509,Deluxe Fan Max 625,Home & Garden,Black+Decker,2017-03-24,184.54,151.44,SUP00404,112,3.1,24,17.94,3155,Low
PROD-FW198,Premium Monitor Pro 865,Electronics,Sony,2020-05-29,1186.1,947.51,SUP00349,143,3.7,12,20.12,1993,Below Avg
PROD-UP550,Casual Jacket Pro 588,Apparel,H&M,2019-07-12,126.93,100.08,SUP00429,75,4.6,3,21.15,2315,Below Avg
PROD-BJ786,4K Laptop X 308,Electronics,Canon,2017-03-30,1209.18,849.06,SUP00058,915,3.5,30,29.78,3149,Below Avg
PROD-AL973,4K Monitor Edition 468,Electronics,Dell,2021-09-22,1059.98,729.28,SUP00070,139,4.4,9,31.2,1512,Below Avg
PROD-ZT984,Premium Heater X 887,Home & Garden,Bosch,2020-03-04,175.47,132.59,SUP00373,203,4.0,11,24.44,2079,Below Avg
PROD-VI189,Heavy Duty Toaster X 749,Home & Garden,Philips,2024-10-05,419.04,316.56,SUP00263,395,3.7,15,24.46,403,Below Avg
PROD-VF843,Elite Helmet Model 885,Sports,Wilson,2022-11-22,463.26,364.75,SUP00204,62,4.8,12,21.26,1086,Below Avg
PROD-YO503,Premium Shoes Pro 518,Apparel,Levi's,2015-12-26,107.0,77.3,SUP00031,145,3.9,3,27.76,3609,Below Avg
PROD-FF560,Indoor Bicycle X 243,Sports,Yonex,2018-02-28,406.98,281.21,SUP00180,233,2.4,12,30.9,2814,Below Avg
PROD-JT385,Premium Vacuum Pro 261,Home & Garden,OXO,2019-06-25,500.0,356.67,SUP00076,195,4.5,22,28.67,2332,Below Avg
PROD-OG229,Performance Football Pro 385,Sports,Spalding,2019-06-05,460.12,358.24,SUP00160,233,3.1,10,22.14,2352,Below Avg
PROD-IG451,All-Weather Treadmill Series 101,Sports,Wilson,2019-06-19,266.65,221.87,SUP00274,207,4.9,5,16.79,2338,Low
PROD-VG473,Eco Coffee Maker Edition 508,Home & Garden,Black+Decker,2015-06-25,500.0,333.61,SUP00165,474,3.9,13,33.28,3793,Below Avg
PROD-OX852,Premium Jeans Edition 866,Apparel,Levi's,2015-06-15,126.37,87.8,SUP00361,35,3.4,3,30.52,3803,Below Avg
PROD-EE946,Essential Self-Help,Books,Wiley,2023-09-19,33.85,22.05,SUP00419,142,4.5,0,34.86,785,Below Avg
PROD-QW601,Contemporary Ottoman Series 442,Furniture,IKEA,2015-03-11,1968.11,1431.94,SUP00483,196,4.1,30,27.24,3899,Below Avg
PROD-AB527,Smart Blender Series 218,Home & Garden,Bosch,2023-10-30,311.35,263.63,SUP00175,583,4.0,13,15.33,744,Low
PROD-RV311,The Art,Books,Hachette,2022-06-28,54.5,33.26,SUP00086,898,4.2,0,38.97,1233,Below Avg
PROD-RQ648,Regular Sneakers Pro 694,Apparel,Nike,2017-09-26,213.89,164.77,SUP00200,313,4.4,6,22.97,2969,Below Avg
PROD-OL811,Competition Helmet Pro 443,Sports,Wilson,2019-03-20,450.59,369.17,SUP00304,53,4.5,6,18.07,2429,Low
PROD-WC895,Pro TV Series 190,Electronics,Sony,2016-12-27,963.26,792.89,SUP00019,270,4.5,34,17.69,3242,Low
PROD-SK375,Rustic Table Max 565,Furniture,La-Z-Boy,2020-12-02,2100.26,1374.49,SUP00405,213,4.4,54,34.56,1806,Below Avg
PROD-AQ363,Compact Lawn Mower Series 289,Home & Garden,OXO,2021-04-26,425.15,272.66,SUP00242,334,4.9,12,35.87,1661,Below Avg
PROD-CZ761,HD Monitor Pro 588,Electronics,Samsung,2016-07-26,875.44,555.75,SUP00182,333,1.8,17,36.52,3396,Below Avg
PROD-DF994,Executive Bench Plus 335,Furniture,La-Z-Boy,2024-10-07,1465.23,1061.8,SUP00420,211,4.7,43,27.53,401,Below Avg
PROD-WX965,Contemporary Cabinet Pro 623,Furniture,Rooms To Go,2015-10-30,1714.78,1284.01,SUP00022,24,4.0,35,25.12,3666,Below Avg
PROD-BZ427,Premium T-Shirt Pro 449,Apparel,Gap,2022-07-28,300.0,249.58,SUP00099,172,4.1,0,16.81,1203,Low
PROD-YQ531,Compact Blender Pro 578,Home & Garden,Bosch,2024-11-14,130.67,85.46,SUP00230,276,4.3,8,34.6,363,Below Avg
PROD-GV667,Essential Coffee Maker Pro 486,Home & Garden,KitchenAid,2023-12-30,500.0,331.16,SUP00429,659,3.5,14,33.77,683,Below Avg
PROD-CD379,Digital Router Plus 746,Electronics,Canon,2022-09-08,239.29,149.41,SUP00028,343,3.2,33,37.56,1161,Below Avg
PROD-RD454,Premium Laptop Series 726,Electronics,Lenovo,2018-09-10,497.02,365.84,SUP00103,121,4.1,27,26.39,2620,Below Avg
PROD-PT941,Mastering Art,Books,Scholastic,2017-07-26,21.59,17.01,SUP00381,522,4.4,0,21.21,3031,Below Avg
PROD-CO739,Digital Speaker Pro 134,Electronics,Canon,2019-06-21,815.61,547.95,SUP00249,842,4.3,11,32.82,2336,Below Avg
PROD-KM191,4K Laptop X 782,Electronics,Sony,2021-06-27,1173.11,848.31,SUP00311,363,4.4,25,27.69,1599,Below Avg
PROD-TO158,Elite Treadmill Series 386,Sports,Callaway,2015-09-24,219.76,159.56,SUP00382,157,3.8,10,27.39,3702,Below Avg
PROD-KK564,All-Weather Gloves X 874,Sports,Adidas,2016-07-05,800.0,552.88,SUP00153,70,3.7,4,30.89,3417,Below Avg
PROD-PM622,Mastering History,Books,Wiley,2018-03-02,21.03,16.74,SUP00424,239,4.2,0,20.4,2812,Below Avg
PROD-EM367,Pro Football Model 365,Sports,Wilson,2022-06-11,257.28,201.59,SUP00220,253,4.4,8,21.65,1250,Below Avg
PROD-UE514,Wireless Tablet X 436,Electronics,Nikon,2015-11-08,566.28,436.03,SUP00204,108,4.5,25,23.0,3657,Below Avg
PROD-TN874,Premium Trimmer X 837,Home & Garden,Cuisinart,2021-08-22,305.73,242.2,SUP00390,62,4.6,13,20.78,1543,Below Avg
PROD-NN138,Pro Camera Elite 608,Electronics,LG,2024-10-07,716.64,534.26,SUP00385,1120,4.3,15,25.45,401,Below Avg
PROD-SQ651,Performance Yoga Mat Elite 141,Sports,Spalding,2022-12-04,450.15,297.49,SUP00117,984,4.6,7,33.91,1074,Below Avg
PROD-ZB177,Executive Desk Max 905,Furniture,Havertys,2021-11-02,1521.11,1139.65,SUP00260,47,4.5,38,25.08,1471,Below Avg
PROD-BF339,Modern Bench Elite 393,Furniture,Havertys,2018-07-04,1390.26,1007.48,SUP00086,500,4.0,12,27.53,2688,Below Avg
PROD-KZ934,Contemporary Chair Series 607,Furniture,Pottery Barn,2023-11-01,1249.1,768.73,SUP00494,386,2.9,17,38.46,742,Below Avg
PROD-GB453,Smart Speaker Plus 469,Electronics,Nikon,2024-06-21,628.18,468.4,SUP00467,337,4.3,10,25.44,509,Below Avg
PROD-QD584,Eco Mixer Model 928,Home & Garden,Black+Decker,2018-10-15,210.51,149.26,SUP00339,3,2.5,14,29.1,2585,Below Avg
PROD-GA112,4K Monitor Pro 864,Electronics,LG,2023-01-11,333.27,249.5,SUP00450,178,3.7,25,25.14,1036,Below Avg
PROD-EQ945,4K Camera Pro 976,Electronics,Dell,2021-08-04,1278.62,850.22,SUP00334,267,3.8,7,33.5,1561,Below Avg
PROD-WE772,Casual Sneakers Plus 571,Apparel,Uniqlo,2018-07-27,91.79,72.97,SUP00303,186,4.2,4,20.5,2665,Below Avg
PROD-NI163,Modern Bed X 682,Furniture,Havertys,2015-06-09,746.1,508.29,SUP00435,51,3.4,35,31.87,3809,Below Avg
PROD-AG372,Executive Bookshelf Elite 818,Furniture,Crate & Barrel,2021-01-28,519.76,437.17,SUP00103,343,3.5,59,15.89,1749,Low
PROD-PK330,Premium Iron Elite 519,Home & Garden,Rubbermaid,2024-08-30,281.16,183.1,SUP00106,820,3.8,14,34.88,439,Below Avg
PROD-MC875,Digital Printer Plus 177,Electronics,Apple,2023-04-05,1670.98,1342.91,SUP00118,756,4.8,33,19.63,952,Low
PROD-AC147,Premium Shirt Edition 584,Apparel,Under Armour,2022-04-10,213.86,135.92,SUP00213,252,4.7,1,36.44,1312,Below Avg
PROD-HD544,Digital Speaker Elite 900,Electronics,Lenovo,2016-05-05,959.02,627.31,SUP00270,307,4.3,34,34.59,3478,Below Avg
PROD-TO596,Comfort Sneakers Max 323,Apparel,Gap,2018-12-17,290.17,183.8,SUP00358,507,4.5,0,36.66,2522,Below Avg
PROD-OE108,Vintage Chair X 942,Furniture,Wayfair,2016-09-18,1860.55,1560.03,SUP00206,416,4.0,19,16.15,3342,Low
PROD-CJ534,Elite Gloves Elite 857,Sports,Callaway,2021-05-21,327.66,277.24,SUP00034,281,3.5,3,15.39,1636,Low
PROD-VH584,Pro Basketball Model 864,Sports,Wilson,2023-05-21,196.87,121.37,SUP00318,274,4.6,6,38.35,906,Below Avg
PROD-VN475,Contemporary Cabinet Series 320,Furniture,Ethan Allen,2023-08-22,2651.3,1667.56,SUP00397,262,3.1,23,37.1,813,Below Avg
PROD-FT376,Training Football Pro 238,Sports,TaylorMade,2022-02-07,800.0,495.49,SUP00052,199,4.0,6,38.06,1374,Below Avg
PROD-RW449,Casual Pants X 968,Apparel,Forever 21,2020-06-21,190.47,132.52,SUP00344,186,4.1,1,30.42,1970,Below Avg
PROD-DA386,Practical Technology,Books,Cambridge,2015-01-24,20.51,17.43,SUP00131,664,4.6,0,15.02,3945,Low
PROD-KO221,Pro TV Pro 893,Electronics,Samsung,2018-07-03,1569.88,999.11,SUP00347,300,4.3,19,36.36,2689,Below Avg
PROD-YX602,4K TV Plus 261,Electronics,Samsung,2023-03-20,713.31,591.95,SUP00300,565,4.7,12,17.01,968,Low
PROD-KV804,Comfort T-Shirt Max 950,Apparel,H&M,2016-09-10,162.66,97.9,SUP00440,393,3.8,6,39.81,3350,Below Avg
PROD-FQ772,Digital TV Plus 387,Electronics,Samsung,2020-04-14,926.8,659.35,SUP00125,160,3.6,24,28.86,2038,Below Avg
PROD-PX426,Ultra Monitor Edition 572,Electronics,Dell,2018-06-03,1393.68,958.78,SUP00317,326,2.9,24,31.21,2719,Below Avg
PROD-TL787,Slim Fit Shoes Elite 541,Apparel,Gap,2020-09-27,94.21,69.52,SUP00439,299,3.6,2,26.21,1872,Below Avg
PROD-HD928,Wireless Smartphone Edition 599,Electronics,Asus,2019-09-10,1444.53,1050.4,SUP00038,327,4.5,24,27.28,2255,Below Avg
PROD-UN192,Compact Dresser Edition 662,Furniture,Ashley,2023-07-19,959.15,709.09,SUP00406,342,2.8,28,26.07,847,Below Avg
PROD-ZZ985,All-Weather Football Series 979,Sports,Spalding,2019-06-04,321.34,222.06,SUP00187,215,2.7,7,30.9,2353,Below Avg
PROD-WI610,Pro Speaker Model 860,Electronics,Sony,2024-01-27,381.36,285.26,SUP00033,863,4.0,19,25.2,655,Below Avg
PROD-SO336,Eco Fan Series 131,Home & Garden,Miracle-Gro,2018-11-02,269.89,226.34,SUP00002,393,4.5,11,16.14,2567,Low
PROD-AI203,Smart Speaker Pro 388,Electronics,HP,2024-12-17,898.99,643.21,SUP00003,87,4.3,13,28.45,330,Below Avg
PROD-EU723,Rustic Cabinet Pro 695,Furniture,Ethan Allen,2024-09-11,762.72,604.38,SUP00315,74,3.3,49,20.76,427,Below Avg
PROD-IT388,Rustic Table Max 266,Furniture,Ethan Allen,2017-01-19,1514.48,1117.33,SUP00108,69,4.7,26,26.22,3219,Below Avg
PROD-UZ466,Smart Camera Elite 738,Electronics,HP,2017-11-04,559.26,391.78,SUP00447,119,4.1,25,29.95,2930,Below Avg
PROD-YH997,Complete Art,Books,Penguin,2018-05-23,33.67,23.41,SUP00010,95,4.5,0,30.47,2730,Below Avg
PROD-ES364,HD Laptop Plus 116,Electronics,Lenovo,2020-01-26,821.14,538.46,SUP00274,530,2.9,33,34.43,2117,Below Avg
PROD-DL472,Vintage Dresser Series 929,Furniture,La-Z-Boy,2023-12-23,956.6,801.47,SUP00358,560,3.7,49,16.22,690,Low
PROD-DV592,Executive Table Series 530,Furniture,Wayfair,2021-04-25,2471.46,1614.02,SUP00050,310,4.2,29,34.69,1662,Below Avg
PROD-OW158,Training Helmet X 907,Sports,Yonex,2017-01-22,335.86,220.09,SUP00315,847,3.2,7,34.47,3216,Below Avg
PROD-PP255,Casual Pants Model 538,Apparel,Zara,2018-11-21,117.03,71.78,SUP00430,241,3.5,4,38.67,2548,Below Avg
PROD-QR294,Eco Lawn Mower Edition 623,Home & Garden,Miracle-Gro,2021-08-16,162.36,130.91,SUP00402,73,4.1,21,19.37,1549,Low
PROD-FH251,Pro Dumbbell Set Pro 784,Sports,Columbia,2024-09-24,448.7,319.39,SUP00290,1215,3.8,3,28.82,414,Below Avg
PROD-BM206,Smart TV Plus 614,Electronics,Lenovo,2021-04-28,877.12,696.41,SUP00255,483,4.8,13,20.6,1659,Below Avg
PROD-VM502,Professional Coffee Maker Max 790,Home & Garden,OXO,2019-01-18,131.63,106.15,SUP00163,362,4.0,12,19.36,2490,Low
PROD-SW314,Classic Pants Elite 144,Apparel,Under Armour,2017-11-05,139.06,108.3,SUP00422,62,3.6,4,22.12,2929,Below Avg
PROD-WD328,Mastering Fiction,Books,Cambridge,2023-11-30,27.68,22.94,SUP00010,836,4.4,0,17.12,713,Low
PROD-DL621,A Guide to Fiction,Books,Scholastic,2023-10-18,29.72,22.22,SUP00457,220,3.2,0,25.24,756,Below Avg
PROD-ZX131,Premium Mixer Pro 683,Home & Garden,Scotts,2022-02-26,274.95,214.31,SUP00334,119,3.7,23,22.05,1355,Below Avg
PROD-CF910,Compact Table Max 302,Furniture,Rooms To Go,2018-11-18,2204.92,1568.02,SUP00064,214,4.8,20,28.89,2551,Below Avg
PROD-RE657,Classic Boots Plus 954,Apparel,Zara,2015-09-13,145.18,106.92,SUP00155,167,4.0,6,26.35,3713,Below Avg
