supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied
:00,contact _on1quality:: ,Latin America,", ",s ,2021-02-20,2026-01-12,0.82,0.8,1378
total,A,Europe,8supplied,contact_:00,2021-07-22,2022-03-01,0.84,0.87,2104
: 2,,Asia Pacific,"supplieremail_.score:00, ", ,2020-07-17,2023-06-20,0.82,0.84,1334
supplier,: ,Europe,country: ,", ",2020-05-20,2026-01-12,0.83,0.85,1893
: ,", ",Middle East & Africa,,,2019-11-22,2023-01-20,0.82,0.77,863
", ",..,Europe,SUPcontract,supplier8SUP 07,2020-12-16,2024-06-18,0.82,0.88,646
: _emailon8, ,Latin America,contract ,contract}T00,2020-01-12,2021-12-01,0.92,0.83,1455
-,,Latin America,"SUP-p_time}8.0, ",region,2020-08-30,2023-11-14,0.91,0.88,739
: ,,Middle East & Africa,_ondelivery001email00,,2019-07-03,2024-05-05,0.84,0.87,1317
s_,", _",Latin America,",, ", ,2019-07-12,2025-01-01,0.89,0.85,3063
__.,"_score@3, ",Middle East & Africa,:suppliedsupplier. ,contact {,2018-05-10,2024-12-20,0.83,0.82,3105
start,,Asia Pacific, s,",country ",2018-12-03,2026-01-12,0.89,0.85,1969
00.7,total00e,Asia Pacific,: contract_0,,2019-07-22,2026-01-12,0.92,0.8,3112
"S@-delivery-.1}-@9orderscontact, ",":-email00{ 00,",Middle East & Africa,-id9 0-}-T00:SUP,totals@,2020-10-30,2024-06-03,0.86,0.88,1886
-3{_{,", ",Europe,: ,:  ,2021-07-08,2022-04-20,0.84,0.8,553
 0 0._,on_83_00 ,North America,n--03 ,:00 ,2019-04-17,2024-04-15,0.93,0.86,3019
"supplier, ",":, ",North America, ,: ,2020-11-30,2025-01-14,0.91,0.88,1522
00,:00data ,Asia Pacific,supplierT00.-.7, ,2018-05-10,2024-01-12,0.82,0.83,750
-- ,contract_,Asia Pacific,T00_delivery_:os,"}, ",2019-03-30,2023-01-14,0.89,0.77,696
contract_,: ,North America,} ,_start,2021-04-07,2026-01-12,0.93,0.77,915
: scorel, ,Europe,Aemail{,s_ordersi}rateastartsupplier,2021-07-22,2025-06-12,0.93,0.84,935
: ,00,Asia Pacific,o,", data",2020-04-14,2022-11-12,0.93,0.77,544
00, ,Latin America,"-quality, ",",score",2019-03-18,2024-09-20,0.86,0.78,3111
 0-: T00_,-o_s,Asia Pacific,_a}ordersa-region,total,2020-02-21,2024-01-14,0.82,0.77,3120
: ,,Europe,p4oendstart,data-@{_scorea,2020-07-15,2026-01-12,0.82,0.82,1359
supplier ,"_, ",Asia Pacific,s ,country,2020-12-30,2025-12-22,0.88,0.85,721
:__.data.T00}: ,quality ,Europe,5 ,scoree{_,2021-07-05,2023-03-20,0.9,0.88,967
 ,: ,North America,,}l,2020-08-22,2023-12-25,0.82,0.88,1322
"-, 9time___ ",e ,North America,",,@countryscore",009SUPpregion23}email,2021-07-22,2021-12-01,0.93,0.87,1226
"on-on-.,, ",onaidname-contract: 6countryic@,North America, ,_contract_end}name,2018-07-27,2024-02-12,0.83,0.81,690
:: 0 ,region} ,North America,: ,: ,2020-02-19,2025-06-28,0.88,0.81,668
contracto,", ",North America,", ",202__: ,2019-07-05,2026-01-12,0.9,0.87,2121
", ",:,North America,", ",: ,2019-12-22,2025-05-15,0.83,0.85,1865
onregiondata,: ,Latin America,.,5_ ,2018-12-15,2022-12-22,0.93,0.88,1250
2,: ,Asia Pacific,.,: ,2018-09-20,2021-12-01,0.93,0.86,3101
{starta,"n--_-,end 0. ",Asia Pacific,nndeliveryp rate:00:timedata8: }}name, 00 0,2021-01-20,2023-06-11,0.89,0.87,879
supplier,00total,Europe,contacte ,contractSUP,2019-09-03,2022-01-14,0.93,0.77,2981
", ",: ,Latin America,datapl ,_,2018-09-18,2026-01-12,0.82,0.77,556
}67,: ,Middle East & Africa,end,{,2021-03-05,2026-01-12,0.92,0.85,2828
,,Europe,:,:.}.contact,2019-07-18,2024-11-03,0.84,0.88,3117
-send{,supplier-597norders_@{,North America,: ,}oa1o ,2020-01-01,2025-11-10,0.93,0.81,873
 ,:rate,North America,a-,",_4end6",2019-07-05,2022-01-14,0.82,0.78,1447
 0_,quality 0_:: ,Europe,end1 0-,: __id ,2018-07-21,2026-01-12,0.83,0.86,547
_start,,North America,on_id, ,2018-05-10,2026-01-12,0.86,0.84,590
:1_,supplier_orders:,Asia Pacific,total__: ,00oncontacte-T00_ordersT00 on,2019-02-03,2022-12-02,0.93,0.79,3120
:idorders,: ,Europe,regions,data,2019-12-14,2025-09-20,0.82,0.88,960
":00e-,T00:a ",: ,Europe,",6",":supplier,, ",2020-12-18,2021-12-01,0.93,0.82,966
:email00 ,",",Middle East & Africa,contact 08l,: ,2020-01-22,2023-03-31,0.89,0.88,1574
p00.end} ,: ,Europe, 0_s00contactscore,1orders,2020-08-12,2023-08-14,0.93,0.77,744
: ,", ",Asia Pacific,"SUP4, ",country__,2019-03-01,2024-02-22,0.92,0.87,1553
59contacttime ,", ",Latin America,idcountry 0,"-,score ",2020-05-01,2024-03-18,0.93,0.77,1251
",7 0@:00 ",_-},Europe,"--_emailcontract, ",:id,2019-02-18,2025-09-20,0.88,0.86,2300
",  contractslrate_}.",",1",Asia Pacific,},oncontact@2countryemail-,2018-06-10,2024-07-21,0.93,0.85,719
":o1id, ",rateT00,North America,,",_ ",2018-09-20,2024-01-21,0.92,0.8,2945
:_,on.idscoree,Europe,", start",00 -,2021-07-22,2025-01-04,0.93,0.82,1928
,::@,North America,:_9,",{",2019-09-21,2024-07-14,0.83,0.82,3120
 , 7,Europe,: ,":@, dorders-l",2019-03-03,2023-06-10,0.93,0.77,1552
", ",{,Latin America,T002 ,: ,2019-08-20,2022-04-04,0.93,0.85,874
 04,",_a0",North America,},": : supplier-.start7-orderssupplied,{name ",2018-05-10,2022-12-11,0.82,0.84,1358
", ",: ,North America,: ,on: ,2019-05-12,2023-03-03,0.82,0.88,889
,,Latin America,: , ,2019-11-12,2024-04-11,0.93,0.81,1341
: ,: ,Europe,region_n} ,.scorecontactemail,2020-11-01,2023-03-20,0.92,0.88,1134
{datae,"idn.p4lsupplied7l_8}rate_, ",North America,1, ,2018-12-10,2023-03-31,0.93,0.86,1698
_ ,", ",Asia Pacific,",-.scoreo",onon00:9,2018-11-21,2026-01-12,0.93,0.81,1559
asupplier 8supplier}quality: ,-____,Middle East & Africa,2 ,: ,2018-07-14,2024-03-05,0.82,0.77,1331
5 ,time ,Europe,", ",delivery:name00,2021-02-12,2024-06-17,0.93,0.88,764
 ,eorders: ,Europe,"00contract00@0Stime31, ",:name1supplied_9:regionsT00,2021-07-22,2026-01-12,0.87,0.81,1344
_rates,", totalcountry",Europe,id:{,,2019-03-12,2024-09-02,0.85,0.77,980
9.00: ,,Latin America,":_, ",: ,2018-12-15,2024-01-12,0.82,0.87,998
"202{,",_00,Asia Pacific,"quality, ",: a.score46_ic ,2021-07-22,2021-12-01,0.82,0.83,2120
:_orders,supplier__:._ 0,Asia Pacific,", ",suppliers_ordersn1.end_}rate,2019-07-21,2023-06-14,0.93,0.88,1939
", ",", ",North America, ,",-o ",2019-08-17,2024-12-21,0.82,0.82,3119
"s,onp7contractcontact_",: ,Europe,: nend,: ,2019-06-05,2024-11-01,0.82,0.88,2120
,005,Europe,",-T003contractT00: ",:o.1_,2021-07-22,2023-11-01,0.93,0.88,1009
"supplier_id00sT00name:,4supplied ",supplier8,Europe,region ,start.-.:00,2020-06-17,2025-11-01,0.93,0.82,1860
end_{data,: ,North America,",.",,2019-07-22,2025-03-21,0.88,0.82,889
", ","quality, ",Europe,", ",:0000,2019-03-01,2022-09-05,0.82,0.88,1013
. ,2 ,Europe,-, 0_,2021-07-22,2022-10-14,0.93,0.83,1666
"A, s00",: {,North America,,n-s,2018-08-10,2024-04-03,0.84,0.79,1002
,,Middle East & Africa,sT00,: ,2018-07-05,2024-04-12,0.87,0.86,2111
,: ,North America,-- 0: , ,2020-10-21,2025-04-22,0.86,0.88,2109
__ ,":, ",Latin America,,",i deliveryT00",2020-03-15,2025-11-12,0.87,0.87,1253
,T00id:timestart: ,Asia Pacific,: , 0on,2019-06-25,2025-09-12,0.82,0.83,1969
 ,qualityend}-rate0-8,Latin America,:supplier7-qualityscoreT00oscore.{,s.a,2019-09-10,2023-03-20,0.93,0.87,871
: ,supplierratesupplied{,Europe,", ",: ,2020-12-01,2022-09-01,0.93,0.77,3120
",",supplier .T000a 00,Latin America,":00, ", ,2019-09-12,2021-12-01,0.83,0.77,1890
00{,e8,North America,: ,countrySUP,2021-07-22,2024-08-01,0.87,0.88,1242
"contract, ",:id,Europe,contact -00,5,2019-12-17,2024-09-01,0.83,0.88,1306
contract_},":_, ",Europe,asemail," 0.4rate00:-., ",2019-07-10,2026-01-12,0.92,0.83,743
8__o0,"total_region00, ",Latin America,qualityT00,,2021-07-03,2024-03-21,0.86,0.81,2122
: ,_2: ,North America,score_00-,: ,2019-12-18,2026-01-12,0.93,0.83,757
:8 0,:e,Middle East & Africa,: ,,2018-12-05,2024-01-09,0.82,0.85,544
",quality .",: ,Europe,total_.,s_9.T00 0 0scorea,2020-12-10,2022-01-09,0.88,0.77,3103
"A_a8-, ",: ,North America,n-0,:supplier{,2020-02-14,2022-02-11,0.86,0.88,2102
___end,",8emailscoretotalT00",Asia Pacific,-00i7,_T00}.5,2018-11-20,2024-01-21,0.87,0.88,752
o._qualityscore:_SUPtime, ,Europe,,4_ ,2021-07-22,2023-06-14,0.83,0.79,740
 ,", ",Asia Pacific,: ,eo_rate,2019-06-02,2023-11-16,0.93,0.87,884
o,:00,Europe,data{ ,o,2019-12-05,2022-05-14,0.87,0.83,3109
":_,",00,Middle East & Africa,", ",delivery,2020-03-20,2024-01-03,0.83,0.84,1411
: ,: ,Europe,:l,: _,2019-02-28,2025-06-02,0.86,0.83,1573
contract_@i3ss ,: ,Middle East & Africa,onl@ , ,2021-06-22,2026-01-12,0.93,0.84,1344
SUPcontact1,":, ",Middle East & Africa,: ,:delivery7l,2019-06-15,2021-12-01,0.93,0.86,752
: ,regionn,Europe,", ",_end_,2020-12-12,2024-12-12,0.86,0.81,1228
00:{: ,_.}_@00sl,Europe,"., ",:,2020-07-11,2023-03-14,0.92,0.77,1977
total0--ptotal3orders. ,", ",Middle East & Africa,: ,pstart,2020-02-15,2024-08-05,0.83,0.77,1249
supplier,_,North America,:_end,: },2021-07-22,2026-01-12,0.83,0.77,579
".5, ",,Europe,"country---,_::end",7_name,2018-05-10,2022-03-04,0.82,0.8,653
: ,", ",Asia Pacific,",_id, time__",: ,2021-07-22,2024-01-09,0.83,0.88,3114
n_78oaa0:namescore,:9emaill,Europe,o,}_ ,2021-07-11,2023-05-16,0.9,0.85,1254
00, 6 ,North America,contract_,: ,2020-03-01,2024-04-12,0.89,0.88,654
:00,{,North America,}supplied,countrydeliverycontract_id:--__,2019-11-10,2026-01-12,0.89,0.81,540
country00_.,", ",Europe,202 0:time ,: ,2021-06-15,2025-03-14,0.88,0.88,1734
: 6end 0 0score ,"00otimedatasupplier,on_score",Europe,",, ",: ,2021-07-22,2024-07-21,0.88,0.77,1961
: ,___u ,Europe,: ,contactnquality_name,2018-05-10,2023-12-04,0.87,0.82,1867
 ,: ,Latin America,: ,"202delivery_, ",2018-05-10,2024-11-22,0.86,0.77,540
 ,___8on:,North America,"s-, ",:- ,2020-02-01,2022-03-09,0.88,0.87,3016
: ,_supplier:2_T00,North America,: ,start_ ,2019-06-12,2023-07-06,0.93,0.86,3117
a-1: ,supplier_,Asia Pacific,contractcountry,contract,2019-11-22,2023-04-10,0.93,0.82,3120
", ",} ,Europe, 0deliverysupplied_-,p__start,2019-09-20,2025-09-29,0.82,0.83,996
-_ ,: ,Europe,00.p,:_,2019-05-30,2024-08-20,0.84,0.85,1552
:supplier99:.delivery,S,Europe,: ,:8 ,2021-05-30,2025-03-05,0.93,0.84,667
score_.startdelivery,", ",Latin America,: ,0-44: ,2021-07-22,2023-05-08,0.83,0.77,696
:suppliertotal-a7T00: ,7country ,Europe,:scoresupplied 0onsstart @,",_p_.rate7timeop5orders0",2020-07-12,2025-04-10,0.88,0.86,1369
SUP,supplier__end,North America,,",,",2019-07-30,2025-10-01,0.93,0.88,549
a,idsupplier: ,Europe,{.}supplier1_00,00 ,2020-03-10,2024-09-20,0.82,0.82,858
00-T00800,"__.80:, ",North America,,,2018-11-22,2025-09-29,0.88,0.78,1245
n_email 0_T00._98-00_9,", ",Asia Pacific,_orders,,2019-07-15,2023-01-11,0.88,0.83,721
SUP,:.004 ,Middle East & Africa,s 0,: ,2019-05-16,2022-01-18,0.88,0.88,558
supplier ,: ,North America,", ",S8-00onsupplier,2020-11-21,2026-01-12,0.93,0.84,833
", ",} ,Middle East & Africa, ,_,2021-07-22,2024-04-14,0.91,0.82,1343
:00007,00rate,Asia Pacific,_ ,-@orders{,2018-05-10,2025-04-25,0.93,0.86,1273
s,: ,North America,: ,"lSUP:orders--7,end8-",2018-09-20,2026-01-12,0.89,0.85,2036
: ,: ,Europe,:4ssuppliersupplier},: ,2018-05-10,2022-04-10,0.93,0.88,3025
: ,1,North America,"}__score, -33",: 82,2021-05-03,2021-12-01,0.93,0.88,1238
,: ,Middle East & Africa,: ,",supplied_delivery:00",2020-08-03,2025-11-12,0.88,0.77,556
":, ",: ,North America,:_ ,,2020-02-17,2022-03-21,0.87,0.77,1007
"_, ","_,timetime:_score90",Europe,_eldelivery,country,2021-01-26,2023-07-14,0.82,0.86,2550
,_00,North America,", ",}}{1 0 ,2019-11-14,2022-08-12,0.93,0.82,554
,.-_: ,Middle East & Africa,: ,regionid_name},2020-09-11,2023-01-12,0.93,0.8,1681
:onscore,supplier ,Asia Pacific,s,",00: ",2021-01-20,2025-03-02,0.89,0.77,1980
scoreorders00--idodelivery,country @@,Europe,: ,,2020-11-01,2023-05-29,0.93,0.81,1962
: ,: ,North America,:quality ,a00}rate-s-,2020-07-12,2026-01-12,0.82,0.84,876
: -timeT00.ic,__,Latin America,", ",:SUP00- ,2019-02-22,2021-12-21,0.87,0.85,2935
"suppliersuppliertime-15-:,onlsupplied", _00{,Middle East & Africa,onamesupplied:,:,2019-07-17,2022-12-09,0.85,0.8,1013
countrys00,supplier__time0_-_ 0__,North America,S,", ",2019-02-12,2022-03-01,0.93,0.88,554
_s,", ",Asia Pacific,}end--8on_2,"s:_,2contract ",2018-05-10,2023-06-21,0.87,0.77,830
 {,:suppliersaic3: ,Latin America,: ,SUP-T00500: ,2018-12-03,2025-09-21,0.82,0.85,1227
contract,_ 081,Latin America,"n,",", ",2018-05-10,2024-12-20,0.93,0.77,1246
", 0s delivery}@supplied",:: ,North America,"rate,",:-6id.-__ ,2018-06-20,2024-12-14,0.88,0.88,548
onna8}7contact, ,Latin America,_,o-00: 9,2018-11-05,2023-12-20,0.89,0.87,3117
", ",o,Europe,:1 ,: ,2019-03-20,2025-04-21,0.89,0.77,919
-scountry8,", ",North America,, ,2018-05-10,2024-03-12,0.87,0.88,673
 ,,Asia Pacific,supplieremail81start,,2018-07-04,2024-11-30,0.93,0.88,1571
", ",: ,Europe,SUPsupplier7supplierT00: ,: 1:,2020-07-12,2026-01-12,0.93,0.8,2106
: ,_id,Europe,email7,"contact1ostarte-----a-,start",2018-09-17,2026-01-12,0.93,0.85,1859
supplierndelivery3 ,", ",Middle East & Africa,: ,. ,2019-11-22,2023-03-01,0.82,0.8,1456
}},on00:-supplierdeliverysrate,Europe,"contract_supplied, ",,2018-07-15,2026-01-12,0.93,0.88,653
2rate_time,"suppliercontract, 0asupplied_8:9",North America,contract ,: ,2020-05-21,2022-04-02,0.93,0.82,2103
,:_orders0,Latin America,"on, -T00",: ,2020-06-05,2023-01-01,0.82,0.81,1887
", ",s_id}deliveryT00,Europe,: ,: start,2021-07-22,2024-03-12,0.88,0.77,1022
: ,: ,North America,:00, ,2019-11-10,2024-12-17,0.87,0.77,2112
"contact,T00", ,Asia Pacific,Srate,: ,2021-07-22,2025-12-02,0.84,0.88,3111
supplied 0: ,", ",Middle East & Africa,5n-8contract,: ,2020-01-12,2024-03-23,0.86,0.81,805
_,",p ",Europe,"quality, ",",_o-4 ",2019-06-25,2026-01-12,0.93,0.77,2963
suppliercontractcountry_contractl4-s,supplier,Europe, , 0_starta}-,2018-06-15,2024-12-17,0.93,0.77,2122
", ",country_id,Europe,}:__.,1 2start,2018-07-03,2025-09-12,0.93,0.83,2901
, 0quality: ,Latin America,delivery,",}-032a ",2018-07-01,2024-12-17,0.86,0.83,939
id,contract_timedelivery,Europe,,,2019-04-22,2022-08-18,0.86,0.83,1574
,n ,Asia Pacific,contract-,_id1,2018-06-12,2023-10-01,0.83,0.88,1474
adeliverysT00supplieremail-{00,", ",North America,0,contract ,2020-11-16,2023-09-05,0.82,0.86,652
-: ,_,North America,_-_._id9,score,2020-03-10,2024-03-10,0.89,0.88,640
 ,: ,Europe,_end,n ,2021-07-22,2023-03-12,0.92,0.88,661
_00:00 ,_ ,Europe,contracttotal__,contact ,2018-06-01,2024-07-12,0.83,0.88,998
supplier_..-: ,,Middle East & Africa,_,:00,2018-12-22,2023-06-14,0.88,0.82,2021
quality.4,:,North America,ratel,}__idscore_ 0:,2020-02-21,2026-01-12,0.82,0.81,540
contract00odatasupplied-4end{:{,,North America,countrystarton._, ,2020-07-10,2024-11-06,0.82,0.86,1984
: ,supplierrate: ,Latin America,quality8_00qualitya,}-:SUPemail,2019-11-03,2024-09-12,0.83,0.81,1343
ono}:a_00,00 ,Europe,", }}_",008 ,2020-10-21,2024-01-30,0.93,0.88,1022
,", ",Asia Pacific,4{_,"one, ",2020-12-22,2026-01-12,0.86,0.77,2115
: ,SUP,Europe,supplier:start," 0_: 07, {",2018-07-20,2022-09-01,0.93,0.85,2138
,: 0.5s,Asia Pacific,: , {,2019-09-08,2024-07-05,0.82,0.86,889
", T00",:SUP,Asia Pacific,on-oicontractostartsa,8 ,2019-12-01,2024-02-11,0.84,0.82,2872
:{,quality_,Latin America,:_on,data8 ,2020-03-30,2022-01-29,0.93,0.79,2107
contractorders_time,"total,-@score",Latin America,", ",",5T00: a",2019-09-03,2026-01-12,0.93,0.81,651
: ,_s_endon,Latin America,:- ,: -,2019-02-21,2024-09-10,0.87,0.88,1573
: ,:orders3:00o:data,North America,contract,} ,2021-04-01,2024-09-21,0.93,0.88,2109
"_..a,9id",", ",Middle East & Africa, ,: ,2020-07-30,2024-06-09,0.93,0.85,556
a ,a-}: ,Latin America,", ",5--5@o,2021-05-30,2025-12-14,0.86,0.8,1243
: {,}_.167,Europe,quality_-{, _4_: ,2019-02-02,2025-01-22,0.86,0.86,2700
: ,: ,North America,":, ",: 9quality___ ,2018-09-10,2023-03-17,0.82,0.88,1222
"_email_l5country:8.5score, ", ,Asia Pacific,",-_contract,email",idSUP2},2018-08-14,2026-01-12,0.83,0.88,3112
 ,a,Europe,", ",- ,2018-12-20,2025-09-12,0.87,0.85,870
",start@8_rate",:_},Asia Pacific,end}contract:93:,00country,2018-09-20,2021-12-01,0.87,0.85,540
_: ,supplier,Europe,: ,,2019-04-27,2021-12-01,0.93,0.83,1256
_ ,._startname,Asia Pacific,total 0i..,: ,2018-05-18,2025-12-20,0.82,0.84,1483
: ,", ",Asia Pacific,",",:T00: ,2018-12-21,2024-10-14,0.93,0.85,998
contract_8region},}_}2,Asia Pacific,T00email,a,2020-11-01,2024-04-01,0.82,0.88,1367
, ,Middle East & Africa,: ,: S,2019-11-07,2026-01-09,0.93,0.77,2126
: ,s1_2,North America,_contact_quality,: ,2019-07-14,2025-04-22,0.92,0.82,937
:,: ,North America,e,l: ,2018-11-15,2023-01-09,0.92,0.82,1007
"supplied_ o, 0, ",: ,Asia Pacific, ,supplier_email,2021-07-12,2023-01-28,0.92,0.81,988
supplierrate.00idaemail.country}:.,:00,Middle East & Africa,",total-: contract@400orders00",:00,2019-04-17,2024-07-17,0.82,0.87,1302
T00orders 0score: , ,North America,:_: ,",@",2018-05-10,2025-12-13,0.93,0.88,814
: ,suppliercontact_}on,Middle East & Africa," 0ontotalorders,orders600: 1contact",:,2021-07-22,2024-01-12,0.93,0.8,3114
"900:., ",score ,Europe,: ,0{,2021-03-04,2023-11-29,0.93,0.85,2123
00,,Asia Pacific,quality_}suppliedend,":: d2,_contact",2020-04-01,2022-03-01,0.86,0.85,1567
", ",::: ,Middle East & Africa,:,,2021-07-22,2025-06-04,0.9,0.85,1560
4T00- ,n,Latin America,: ,:00:,2019-05-01,2023-06-25,0.89,0.83,1858
":, ", 0 ,North America,"contactcontact4,.}",region_orders,2020-07-18,2024-12-30,0.82,0.88,1226
: ,: ,Middle East & Africa, ,,2019-04-12,2023-02-18,0.83,0.81,1557
00-012: ,,Asia Pacific,_8,8_T00.00 score9,2018-07-02,2025-01-01,0.83,0.87,1867
data-,"7_, ",Europe,@,: {,2021-05-18,2022-01-22,0.88,0.82,1241
__start,: ,Europe, {,end,2019-01-30,2026-01-12,0.88,0.87,540
202_score-e,":: , ",North America,", ",: ,2019-09-30,2023-04-21,0.92,0.88,666
deliverydata,contractn ,Asia Pacific,,delivery00}8orders:8,2021-07-07,2024-01-09,0.82,0.88,753
} 4 0SUP-_-., ,Europe,supplier ,5._,2020-12-01,2022-01-05,0.93,0.8,3120
: ,_00,Asia Pacific,":00:idid, ",",ncontracta.T00nameSUP{_",2021-02-20,2026-01-04,0.93,0.82,880
:,,North America,", ",", ",2018-05-10,2022-12-13,0.93,0.86,3089
1,supplier@,North America,: ,",_",2018-06-20,2024-03-12,0.84,0.88,1479
" 0, ",,Europe,deliveryends:-800-,: ,2021-07-22,2026-01-12,0.88,0.85,643
 orders, ,Middle East & Africa,", ",supplied__start,2020-12-03,2024-12-01,0.83,0.88,1327
: ,s,Asia Pacific,"a,contract",contractnames_,2019-03-15,2022-12-12,0.83,0.88,946
: ,}_:-}68orders: _,Latin America,: @{,8,2020-07-12,2024-03-12,0.82,0.88,1413
supplier ,email: 3 ,North America,supplied,,2020-07-03,2021-12-01,0.87,0.77,987
,-: ,Latin America,00on ,", ",2018-09-01,2023-09-12,0.83,0.86,1511
: ,", _",Europe,:a@,}_,2019-02-10,2021-12-18,0.88,0.85,1289
"qualitynsupplier, 0{",: ,Europe,"_,",",p__email",2019-03-15,2024-01-31,0.82,0.8,2499
"1, ",,Asia Pacific,contact9- ,: ,2018-05-10,2023-01-10,0.83,0.77,548
: ,-,Latin America,contact7quality_id9s,,2019-12-15,2024-04-21,0.89,0.82,1030
:008,:,Asia Pacific,", ",T00SUP00,2020-06-20,2023-11-20,0.84,0.82,2112
:,":2_, ",Europe,", ",data 0.total,2019-09-03,2022-01-20,0.93,0.85,1316
,regionstart ,Middle East & Africa,".,",,2018-05-10,2022-01-18,0.92,0.78,722
: ,:: ,North America, ,}_c: ,2020-06-12,2026-01-01,0.86,0.77,1866
e-3: ,:oa,Middle East & Africa, , ,2018-07-18,2025-12-12,0.93,0.83,2112
,,Europe,",_id89:T00region ",- ,2018-05-28,2024-08-25,0.93,0.85,1564
 ,score_ 0,Europe,,,2019-05-15,2025-09-05,0.93,0.79,825
region,idT00- ,Europe,contactcontract-01_2__supplied,:,2019-07-29,2021-12-01,0.9,0.77,1276
,contact00id_-p00,Latin America,: ,: ,2018-11-03,2025-12-29,0.88,0.87,1260
_siT00l003 0a,{_supplied ,Latin America,:} ,: -id,2019-11-10,2024-07-12,0.89,0.87,1472
quality_,",",Middle East & Africa,},,2019-07-22,2026-01-12,0.93,0.77,3119
:,:delivery ,Europe,: ,T00_ ,2021-01-12,2021-12-01,0.9,0.86,718
supplier__: ,_o{delivery,North America,totaln ,"24_8__-, ",2018-05-10,2025-01-29,0.83,0.88,540
 -s}_a-,end.e,Latin America,00 ,,2019-06-20,2024-06-21,0.82,0.87,1490
,:7{s7,Asia Pacific,,"contractemail, ",2019-06-18,2022-11-21,0.93,0.85,540
,", ",North America,: ,SUP5startstart2orders_score,2018-05-10,2026-01-12,0.92,0.86,1869
_name 0l.ontotalorders00idT00SUP,,Latin America,", ",", ",2019-07-15,2024-04-22,0.93,0.81,1334
", {",: ,Asia Pacific,total,o_00,2019-11-25,2026-01-12,0.86,0.88,864
9,name ,North America,: ,"supplier,1__i00,on",2020-01-10,2024-01-31,0.83,0.88,601
data:_7,: a_ ,Europe,, ,2019-01-22,2026-01-12,0.92,0.88,1550
"_ 01 00supplierend_,00","_score_@score, ",North America,7,supplier7__{,2018-06-30,2022-03-30,0.83,0.77,1340
"00,",: ,North America,"}4,9 ",: ,2018-09-12,2023-09-14,0.82,0.77,1800
__-,on{rate_email@5startcontact8: ,Latin America, ,: ,2020-09-20,2025-03-12,0.92,0.82,979
: ,"::2,scoreT00time",Europe,{, ,2021-07-22,2023-03-01,0.85,0.77,1338
name: 0 ,1contract,Europe,"_supplier, ",contract07,2019-06-18,2024-12-09,0.83,0.84,864
: ,quality,Europe,: ,00ratecontact_5_.orderse00,2021-07-22,2024-06-30,0.83,0.85,1323
"contact,ratedata ",data,North America,4-id,.{_ide,2018-06-05,2021-12-01,0.87,0.77,939
quality._startid,",",Asia Pacific,: ,9contactstart,2018-05-10,2024-06-21,0.87,0.87,540
202_delivery8: ,",_}",North America,a ,contract}8edelivery9,2021-05-03,2023-12-11,0.82,0.83,663
,", ",North America,",__ic"," 00:8.00, -s-endrate",2020-01-30,2024-02-20,0.82,0.85,540
quality6,: ,North America,data0o: ,__5: ,2019-02-05,2021-12-01,0.86,0.87,2062
country000,-_time:orders_,Europe,"--8 0., ",quality 0- ,2019-09-03,2023-03-07,0.82,0.82,1260
"quality.,@7contract}_, ",oa 008056 0.: 7,Europe,supplier00:ido_,202 ,2021-03-15,2022-06-29,0.89,0.77,1457
", ",},Europe,",-n_s",,2020-07-12,2023-03-19,0.86,0.83,2114
00,e_time_name,Europe,8-:email,"contactscore_1, _: ",2020-07-20,2023-05-01,0.88,0.88,1564
 ,", {",North America,0000 ,.contract{,2019-07-05,2025-02-14,0.88,0.88,778
data_,SUP 0,North America,",",_@e} 0name ,2018-05-10,2025-01-01,0.85,0.86,3092
}_ ,: ,Europe,00-,delivery_email,2018-07-05,2025-09-13,0.92,0.85,3120
p,: ,North America,SUP: ,,2018-12-03,2024-01-12,0.82,0.81,2103
: ,delivery-delivery_}5-contactorders,North America,", ",: ,2019-07-25,2023-04-29,0.93,0.88,1877
: ,: ,Latin America,onlonT00id7,"_time_e.supplied,_SUP ",2019-01-04,2024-01-14,0.93,0.77,661
SUP,: ,Latin America,___name,: ,2020-05-12,2026-01-12,0.93,0.88,1243
", ",onscore00idscore,Europe,,contract_-,2018-12-18,2024-06-05,0.82,0.77,3119
-84T00:supplied,__score,Middle East & Africa,: ,_time,2019-03-09,2023-04-22,0.92,0.82,3120
_4{,", end,, ",Latin America,_e}{1,: ,2020-07-03,2026-01-12,0.93,0.78,2115
supplied0,,Asia Pacific,: ,", ",2018-07-22,2024-12-14,0.86,0.88,1984
_.,"supplier, ",Asia Pacific,__ul00:orders_00id0,", ",2020-07-14,2022-10-01,0.83,0.81,3114
: ,", ",Middle East & Africa,: ,,2021-07-22,2023-01-29,0.82,0.78,1243
,5__,Europe,contract9: ,_,2018-09-10,2026-01-12,0.93,0.84,1299
: ,-0countrysT00,Middle East & Africa,supplier,.id}7n,2020-12-03,2023-03-12,0.83,0.85,1888
",6.",__,Europe,"score{_contract,o ",:00: ,2018-05-17,2024-09-21,0.93,0.84,663
quality,: ,Asia Pacific,: ,supplier_ididrate8on,2020-12-04,2022-12-07,0.85,0.81,911
: {name,",2score: ",Latin America,score.,":00,oemail: 0rate",2018-06-10,2024-03-18,0.82,0.88,1354
,",lscore}",Middle East & Africa,n,contract,2018-09-21,2021-12-01,0.82,0.87,3112
